へえ,0,0,0,動詞,自立,*,*,一段,未然形・長音化,へる,ヘエ,ヘー
得え,0,0,0,動詞,自立,*,*,一段,未然形・長音化,得る,エエ,エー
ええ,0,0,0,動詞,自立,*,*,一段,未然形・長音化,える,エエ,エー
ええ,0,0,0,動詞,非自立,*,*,一段,未然形・長音化,える,エエ,エー
寝え,0,0,0,動詞,自立,*,*,一段,未然形・長音化,寝る,ネエ,ネー
得え,0,0,0,動詞,非自立,*,*,一段,未然形・長音化,得る,エエ,エー
ねえ,0,0,0,動詞,自立,*,*,一段,未然形・長音化,ねる,ネエ,ネー
でえ,0,0,0,動詞,非自立,*,*,一段,未然形・長音化,でる,デエ,デー
出え,0,0,0,動詞,自立,*,*,一段,未然形・長音化,出る,デエ,デー
獲え,0,0,0,動詞,自立,*,*,一段,未然形・長音化,獲る,エエ,エー
経え,0,0,0,動詞,自立,*,*,一段,未然形・長音化,経る,ヘエ,ヘー
でえ,0,0,0,動詞,自立,*,*,一段,未然形・長音化,でる,デエ,デー
鋳い,0,0,0,動詞,自立,*,*,一段,未然形・長音化,鋳る,イイ,イー
看い,0,0,0,動詞,自立,*,*,一段,未然形・長音化,看る,ミイ,ミー
煮い,0,0,0,動詞,自立,*,*,一段,未然形・長音化,煮る,ニイ,ニー
干い,0,0,0,動詞,自立,*,*,一段,未然形・長音化,干る,ヒイ,ヒー
着い,0,0,0,動詞,自立,*,*,一段,未然形・長音化,着る,キイ,キー
観い,0,0,0,動詞,自立,*,*,一段,未然形・長音化,観る,ミイ,ミー
見い,0,0,0,動詞,自立,*,*,一段,未然形・長音化,見る,ミイ,ミー
診い,0,0,0,動詞,自立,*,*,一段,未然形・長音化,診る,ミイ,ミー
居い,0,0,0,動詞,自立,*,*,一段,未然形・長音化,居る,イイ,イー
似い,0,0,0,動詞,自立,*,*,一段,未然形・長音化,似る,ニイ,ニー
いい,0,0,0,動詞,非自立,*,*,一段,未然形・長音化,いる,イイ,イー
みい,0,0,0,動詞,自立,*,*,一段,未然形・長音化,みる,ミイ,ミー
