word	count
下りる	5
引っかける	1
噛みついてくる	1
着とる	2
食いついてくる	1
ってある	1
付いとる	2
並んとる	1
見立ててる	1
してある	8
負けとる	3
勝っとる	1
満たしとる	1
訛る	2
答えれる	1
寄れる	3
合わせてる	1
採る	2
入れ替える	2
攻めてくる	1
辞めてはる	1
凹んでる	1
売ってはる	1
得てる	3
下がってくる	1
としている	2
だってる	1
見つかってる	1
死ねる	1
しれてる	3
引き取る	1
頼んでみる	1
買うてくれる	2
帰ってくれる	3
立ててはる	1
ぶつけてくれる	1
稼ぎできる	1
捕る	5
しまっている	1
近寄ってくる	1
食べよる	4
たおしてる	1
潜る	8
わたる	1
きてやる	1
かけ離れている	1
ってあげる	1
乗せてる	2
任せてる	1
替えたる	1
持て余してはる	1
過ごしてはる	1
浴びてる	1
あがって見る	1
作らはる	1
折る	5
聞かはる	2
なってはる	2
占める	1
初めてなる	1
占めてる	2
凝り固まってる	1
思った＋はる	1
徹する	1
降ってくる	2
憧れてる	1
おもてくれる	1
おいてる	2
泳いでる	3
試験ている	1
持ってある	1
枯れる	2
習わしてる	1
踏める	3
観よる	1
わかれてる	1
削る	2
溶ける	4
とびでてる	1
彫る	2
貸してる	2
あつこうてる	1
調べはる	1
待ってはる	1
歌うてる	1
捕まえる	1
捕れる	1
育ててる	3
固める	1
取り替える	1
転がる	1
建っとる	1
汲み上げる	1
履いとる	1
でおうとる	1
引き継いでいける	1
儲けれる	1
笑える	4
とりもってる	1
会ってみる	1
詰まる	2
座ってできる	1
洗っとる	2
洗とる	2
分かってくれる	1
食べてみる	1
たらできる	2
あぶる	1
とりよる	1
握ってくれる	1
貰っとる	2
食うとる	1
ついとる	6
使うとる	2
使てる	1
使うてる	2
しもうとる	4
いうてくれる	2
褒めてくれる	2
暮らしとる	2
努める	1
炊いてくれる	2
炊いてやる	1
合わしてくれる	1
合わせてくれる	2
偉ぶる	1
覚めとる	1
眠っとる	1
起きとる	1
寝とる	4
える	1
録って見る	1
録っとる	2
飛ばせる	2
とんとる	1
ぶっかける	1
開けて見る	1
歩きよる	1
収める	1
くらいする	1
酔っぱらっとる	1
貼ってる	2
住んでてる	1
違ってる	2
すいてる	1
弱る	1
片付けてる	1
いっていける	1
産まれてる	1
肥えてる	1
提げれる	1
といてもらえる	1
食べてある	1
ついてまわる	2
傷める	1
誘ってくれる	2
咲いてる	4
たってる	1
おごったる	1
払いよる	1
喜んとる	2
楽しんとる	2
提げてくれる	1
吊ってくれる	2
出来上がる	1
仕入れている	1
まけてあげる	1
依る	1
やって回る	1
通り過ぎる	1
仕える	1
溺れてる	3
絡まれてる	1
見せてあげる	1
助けてる	1
隠れてる	2
讃えてる	1
買うてはる	2
暮れる	2
持って来る	1
買うてる	2
繋げる	1
やらはる	2
感じてる	3
受けてはる	1
使い分ける	2
飼うてはる	1
知ってやる	1
笑いやる	1
おちょける	1
訛ってる	11
訛っとる	2
はぶてる	5
すねる	1
ふてくされる	1
包んでる	1
乗っけれる	1
ぬる	1
往ぬる	5
死ぬる	2
真似できる	1
捕まる	2
曲がってくる	1
集まってくる	2
向かってくる	1
謝ってくる	1
謝ってくれる	2
謝ってはる	1
ぶつけてる	1
漏れてる	5
ふてる	2
住んでいける	1
流せる	2
噛んでくる	1
とんがってる	1
泳いとる	2
聞き取る	1
ってる	2
んとる	3
黙ってる	2
おうてる	3
飛び回る	1
着替えてる	1
余る	3
はきちがえる	1
いじれる	1
聞こえてる	3
愛してる	1
バトってる	1
かぶれる	1
弾んでる	1
耐えてる	1
けちる	1
じわる	1
借りておる	1
悩んてる	1
至ってる	1
思ってくれる	1
苦しんでる	1
なおる	1
やっつけたる	1
しもてる	2
としておる	1
押してはる	1
ほれる	1
取ってくる	1
並んてる	3
叫んとる	1
引いとる	2
飾ってある	2
しっとる	3
指している	1
通ずる	2
仕えてる	1
やっておる	1
着いて来る	1
探ってくる	1
教わる	1
味わえる	1
溶け込んでる	1
敷いてある	1
濁ってる	1
ばれてる	1
てる	1
出来上がってる	1
受けてみる	2
駄弁る	1
あげとる	1
吸うとる	1
のこっとる	1
認める	2
はっとる	1
まわしてはる	1
来てはる	3
住んではる	2
居はる	2
年寄りなる	1
聴ける	2
知って見る	1
聴かはる	1
弾いてはる	1
歌わさはる	1
うとうてる	1
通じてる	1
喋れてる	1
果てる	1
倒してる	1
言いそびれる	1
回りよる	3
押して切る	1
枯れてくる	1
なりよる	3
掛かってくる	1
引きずり回しよる	1
かきよる	2
引きずり回してる	1
止めとる	1
ついてある	1
減りよる	2
かけはる	1
括る	3
反る	2
答えてくれる	1
振っとる	1
まくっとる	2
染まる	1
持うてる	1
選ばはる	1
倒しとる	1
控えてる	1
漕いてる	1
巡ってる	1
巻いてる	1
落してくれる	1
入ってはる	1
参る	4
冷めてる	1
来えはる	1
ときよる	1
作りよる	2
流れてくる	3
かぶさってる	1
浴びる	4
光っとる	1
括ってる	1
ひっかける	1
飛び散りよる	1
鳴いてる	2
鳴きよる	1
こぼれてる	1
つついてる	1
しもうてる	1
逃げよる	2
かえってくる	2
開いてある	1
傾いてくる	1
拭いてる	1
叩きよる	1
食らいつきよる	1
剥げる	1
ばーんとでよる	1
いた＋はる	1
凍る	2
担げる	1
習うてる	1
炊いてる	2
遊んてる	1
あつこうてくれる	1
寝よる	1
配らはる	1
撒かはる	1
飲まさはる	2
いかはる	6
閉めはる	1
茂ってる	1
参ってる	1
破れる	2
食べはる	1
炊かはる	1
落ちたる	2
歌いはる	2
歌うてやる	1
開けてはる	1
して切る	1
はえてくる	1
跳ねる	1
引っ越してる	2
歩いていける	1
膨れる	1
掘り下げる	1
話しかけてる	1
若返る	1
食べてはる	1
語れる	3
とってある	1
またがる	1
嫌ってる	1
目立ってる	1
ごねる	1
当たってる	1
くっついてくる	1
おける	1
泳がせる	1
つる	2
しゃくる	2
見せかける	1
パクッてくる	2
死にかけてる	1
とかでよる	1
釣ってる	1
ハマる	1
かわってる	1
会っとる	1
泊まってくる	1
起こっている	2
突き止める	2
ませる	1
出遅れてる	1
こじれる	1
あふれてる	1
おってる	1
計る	1
はいれる	1
飼ってはる	1
できおる	1
吹いてはる	1
あってはる	1
割ってる	1
吹ける	1
目指してはる	3
おもってる	1
ゆってもらえる	1
混ざってる	2
返してくれる	2
和んてる	1
飛び交ってる	1
みてくれる	1
痛める	2
謝ってる	2
言ったる	1
教えてくる	1
ひきずってる	2
いちびる	1
なっている	2
手伝うたげる	1
生えてくる	1
さかせる	1
かなってる	1
言い聞かしてる	1
うてる	1
書いてはる	1
ふとる	1
せまっとる	1
いったる	1
あきらめてはる	1
だしてはる	1
なげる	2
放る	1
思てはる	1
食べなる	1
値する	1
、はる	6
.はる	2
渡してる	1
分けてやる	1
投じる	1
載ってる	3
陥ってる	1
問いかける	1
過ごしている	1
はしょる	1
はろとる	1
撮ってはる	1
着てはる	1
いうた＋はる	1
似てはる	1
まいてある	1
鳴らさはる	1
行った＋はる	1
頑張った＋はる	1
いうてはる	2
居やはる	1
流行る	1
いやはる	1
やめはる	2
とらはる	2
入らはる	1
せはる	1
喜んではる	1
付かはる	1
頼まはる	1
としてあげる	1
ついてくる	3
考えてくる	1
重ねる	1
ひいてある	1
寝てはる	1
起きはる	1
ダーッてやる	1
カチャンてやる	1
乗らはる	1
開き直る	1
埋まってる	2
わらけてくる	1
敗れる	1
敗ける	1
治ってる	5
忘れてはる	1
痺れる	1
収まる	1
だはる	2
れてはる	1
まちごてる	1
もかける	1
おらはる	4
下がらはる	1
当ててくれる	1
出はる	3
離れてはる	1
歩いてはる	1
当たってはる	1
慣れてはる	1
とりはる	1
付いて回る	1
怒らはる	2
した＋はる	2
もらわはる	1
向いてくる	1
居らはる	1
払うてくれる	1
送ってあげる	1
調べた＋はる	1
逸れる	1
聞いてあげる	1
かわせる	1
閉まってくる	1
滑れる	5
してあげれる	1
抱えてる	1
決めれる	1
お目にかかる	1
つぶってる	1
殺せる	1
煽る	1
化してくる	1
踊っている	1
なめれる	1
くらいかかる	2
きいてる	1
しゃべりまくる	1
褒めてる	1
受け入れてる	1
周る	1
走り抜ける	1
生まれてくる	1
どっかではる	1
よめる	1
言って来る	1
やり遂げる	1
捨てはる	1
はらんでる	1
戦ってる	2
守ってくれる	1
きて来る	1
解ける	2
生き返ってくる	1
在る	1
始まっとる	2
あっとる	1
分かかる	1
渡しとる	1
取らしてくれる	1
メモっとる	1
譲ってくれる	2
聴いとる	2
食べつづける	1
食べ切る	1
汚れる	1
詰まってる	1
食べてくれる	5
つぶれてる	1
楽しんではる	1
言てはる	1
さすってくれる	1
聴こえる	1
育ってはる	1
できはる	1
こなさはる	1
考えている	1
助けてもらえる	2
寝かしてる	1
鳴ってる	1
直してる	1
なりきる	1
いわしてる	1
取れてる	2
始めてる	1
進めてる	1
やっていらっしゃる	1
合せてる	2
演じてる	1
といてる	1
老いる	2
握ってはる	1
籠る	1
受けれてる	1
イケてる	1
解いてる	1
帰っとる	1
出さはる	1
きめる	1
ずれる	1
潰せる	1
納まる	2
合うてる	1
慣れとる	1
いれてくれる	1
呼ばれとる	2
直してくる	1
買っとる	1
盛れる	1
がんばっとる	1
関われる	1
蛍見る	1
めげる	6
できよる	1
連れとる	2
着ける	1
お金くれる	1
なじんでる	1
近すぎる	1
気にいっとる	1
可愛がる	2
買い取ってくれる	1
垢抜けとる	1
賭けとる	1
賭ける	4
使っとる	4
残っている	1
まわっとる	1
交じっとる	1
加わってる	1
なだめる	1
くっついとる	1
つかまってる	1
戻ってる	1
着こなせる	1
しらけとる	1
繋がっとる	1
んでとる	1
住んあげる	1
めげとる	1
まじわる	1
売り込みよる	1
つながっとる	1
分かれとる	1
通しとる	1
泊まっとる	1
担いでる	1
呼んでくれる	1
削ってある	1
入り込んでくる	1
探る	1
寝かしつける	1
んある	1
曳いてある	1
ついていけとる	1
まくれる	2
はまっている	1
盛ってくる	1
会わしてる	1
入り込める	1
ひける	1
採れる	1
買えてる	1
閉まっとる	1
して回る	1
しゃべっとる	2
買うてもらえる	1
悔しすぎる	1
たれる	1
やりきる	1
させとる	1
やめとる	1
取れとる	1
歌とる	1
横切る	1
パクッてやる	1
動き回ってる	2
巻いてある	1
煮てある	1
盛る	2
勤めている	1
唱える	1
染めてある	1
買って来る	1
空ける	1
回って来る	1
ゆうてやる	1
連れてたげる	1
違てくる	1
覚えてくる	1
はじまってる	1
耐える	1
行ってもらえる	2
さる	3
ようたる	1
きたる	1
馴染める	2
連れて来る	1
つこてくれる	2
零れる	1
ゆうたる	2
よってはる	1
盛り上げてくれる	1
にでとる	1
ってやる	1
見えよる	1
上がりよる	1
来たる	1
いてある	1
もろてやる	1
踏んでいける	1
なったる	1
おったる	1
よったる	1
出よる	2
しょったる	2
まわってもらえる	1
こしらえてはる	1
刈る	2
凍ててる	1
寝転がっとる	1
ちらつきよる	1
追い打ちかける	1
炙る	1
ねじる	1
落っとる	1
かしげとる	1
止まっとる	2
当る	1
燃えよる	2
なれなる	1
建ちよる	1
突っ込んでくる	1
くれてやる	1
積もっとる	1
取り組んでる	1
仕上がる	1
継してやる	1
困ってらっしゃる	1
きつ過ぎる	1
育っとる	1
無くなっとる	1
恵まれている	1
書きよる	3
し始める	2
混じってくる	1
いじめとる	1
嫌っとる	1
バレとる	1
聞いとる	3
えってなる	1
捨てとる	1
おもっとる	1
学んとる	1
しかけとる	1
揃っとる	3
固まっとる	1
配って終わる	1
打ち上げやる	1
喋ってくる	1
買ってみる	1
させたげる	1
笑ってくれる	1
生じる	1
切り替える	1
あっいける	1
笑わせてくれる	1
かしこまる	1
蹴る	1
切羽詰ってる	1
当てはまる	1
減っとる	1
かけている	1
っしょる	1
もとる	2
言い表せる	1
近づいてる	2
表してる	1
懐いてくる	1
返してくる	1
偏る	1
やりやがる	1
見慣れとる	1
入り組んとる	1
言てる	1
叩きつける	2
覚えれる	1
すいとる	1
入れっとる	1
生えとる	1
させよる	1
極めれる	1
造ってる	1
愛しとる	1
聞ける	3
支えてる	1
植わってる	1
なってくれる	1
準ずる	1
荒れてくる	1
馴染んでる	1
感じてもらえる	1
弄する	1
ふりかかる	1
焼き上げる	1
締める	1
悩んとる	1
頑張りよる	1
いいよる	1
いただいてる	1
分けよる	1
おもとる	1
住み慣れとる	1
助けたげる	1
見えとる	1
使いきる	1
あれする＋よる	1
儲かってくる	1
光らせとる	1
ちごてくる	1
助かっとる	1
休まる	1
へんなんてる	1
行く+よる	2
はやってる	1
、よる	1
建てとる	1
、する＋よる	1
増えとる	2
頼んでる	1
まわってくる	1
なくする	1
話しよる	3
混ざる	2
外れる	1
帰ってやる	1
張れる	1
丸める	1
見したる	1
入っていける	1
つっこんてる	1
見渡せる	1
張り切っとる	1
嫌われてやる	1
ずれてる	1
言うたげる	1
打ちよる	1
迫ってくる	1
違とる	1
尋ねる	1
方とる	1
かすれる	1
へこたれる	2
使いよる	1
築ける	1
薫る	2
組み合わせてみる	1
被っとる	1
向いてくれる	1
惹きつける	1
離れてくる	1
取りはる	1
持うとる	1
