morpheme phrase	count
育てる 場所/名詞	1
守る みたい/名詞	1
入る もの/名詞	1
ぶつかる から/助詞	1
謝る ねん/助詞	1
謝る から/助詞	1
る ん/フィラー	1
使える ./記号	3
損する で/助詞	1
ふてる って/助詞	1
ふてる お前/名詞	1
考える 力/名詞	1
要る よ/助詞	1
受ける 側/名詞	1
伝わる 折り合い/名詞	1
流せる ./記号	2
しゃべれる で/助詞	1
見つかる ん/名詞	1
潜る の/助詞	1
触る ねん/助詞	2
当たる やろ/助動詞	1
入る だけ/助詞	1
聞き取る って/助詞	1
こる の/助詞	1
くる より/助詞	1
止まる から/助詞	1
来る でも/接続詞	1
止まる の/助詞	1
止まる とこ/名詞	1
とる て/助詞	3
る おう/動詞	1
見つける の/助詞	1
受ける ね/名詞	1
やる 事/名詞	1
飛び回る 系/名詞	1
務める ん/名詞	1
する 所/名詞	1
る ロッカー/名詞	1
くくる ん/名詞	1
くくる で/助詞	1
くくる の/名詞	1
分かる わけ/名詞	1
余る わけ/名詞	1
はきちがえる の/助詞	1
上がる とき/名詞	3
いじる の/名詞	1
てる だ/助動詞	1
怒る 理由/名詞	1
変わる もん/名詞	1
くる 系/名詞	1
遅れる の/名詞	1
かける 三/名詞	1
しゃべる やん/助動詞	1
別れる ./記号	1
別れる とか/助詞	1
しゃべれる やん/助動詞	1
る 来/動詞	1
る 系/名詞	3
帰る くらい/助詞	1
会える もん/助詞	1
けちる とこ/名詞	1
乗る のに/助詞	1
る 顔/名詞	1
る 行っ/動詞	1
じわる ./記号	1
決める から/助詞	1
抜ける かも/助詞	1
くれる かも/助詞	2
る 暇/名詞	2
る 問題/名詞	1
する として/助詞	1
くる 夏/名詞	1
来れる やん/助動詞	1
会える 距離/名詞	1
なる なっ/動詞	1
なる 方/名詞	1
する お産/名詞	1
亡くなる 頃/名詞	1
はる ところ/名詞	2
る ばっかり/助詞	1
る 枕元/名詞	1
通る やろ/助動詞	1
始める 前/名詞	1
くる 日/名詞	1
なる や/助詞	2
怒る か/助詞	1
亡くなる し/助詞	1
亡くなる 三/名詞	1
抜ける し/助詞	1
する 犬/名詞	1
生きる ねん/助詞	1
いる ぐらい/助詞	1
ほれる ねん/助詞	1
並べる ./記号	1
くる からー/副詞	2
残る くらい/助詞	1
倒れる やろ/助動詞	1
ある くらい/助詞	4
弾ける わけ/名詞	1
作る やっ/助動詞	1
くる オキシドール/名詞	1
帰る で/助詞	3
投げる ん/名詞	1
する や/助詞	2
下がる 一方/名詞	1
書ける わ/助詞	1
取る のに/助詞	1
つける と/助詞	1
しゃべれる から/助詞	1
なれる ん/助詞	1
いる 赤ちゃん/名詞	1
食べる 前/名詞	2
いる そば/名詞	1
る 思っ/動詞	1
見える 会社/名詞	1
来る 言う/動詞	1
通ずる 仕事/名詞	1
通ずる ちょっと/副詞	1
くる 三/名詞	1
来る とこ/名詞	1
伝わる ねん/助詞	1
いける 小さな/連体詞	1
止まる ねん/助詞	3
感じる やっぱり/副詞	1
る 日本/名詞	1
感じる な/助詞	2
進める わ/助詞	1
進める やん/助動詞	1
あげる の/名詞	2
話せる っ/助詞	1
くる 前/名詞	2
おる うち/名詞	2
動ける の/名詞	1
教わる べき/助動詞	1
上がる けど/助詞	1
要る ねん/助詞	1
る ボール/名詞	1
味わえる ./記号	1
る 遊び/名詞	2
鳴る ./記号	1
出る 直前/名詞	1
頑張る ん/名詞	3
てる ん/名詞	1
撮る 写真/名詞	1
感じる こと/名詞	1
起きる ./記号	1
太る よ/助詞	1
忘れる わ/助詞	1
駄弁る の/名詞	1
居る 時/名詞	1
られる ゆう/動詞	2
なる あの/連体詞	1
作る 仕事/名詞	1
出る あれ/名詞	1
やる えさ/名詞	1
与える たんぱく質/名詞	1
おる た/助動詞	1
あがる とか/助詞	1
くる 連中/名詞	1
認める 認め/動詞	1
認める し/助詞	1
辞める 前/名詞	1
くる ちょうど/副詞	1
なる 二/名詞	1
余る やろ/助動詞	1
おる 社員/名詞	1
下げる と/助詞	2
上がる んじゃ/接続詞	1
する 手続き/名詞	1
閉まる し/助詞	1
逃げる とこ/名詞	1
感じる よ/助詞	1
居る の/助詞	1
聴ける し/助詞	1
する て/助詞	1
れる 気/名詞	1
分かる 耳/名詞	1
知る と/助詞	1
増える わ/助詞	1
果てる の/助詞	1
通じる わ/助詞	1
疲れる みたい/名詞	1
ある 面/名詞	1
はる ん/助詞	1
入れる けども/助詞	1
入る 道路/名詞	1
疲れる って/助詞	1
うつる 病気/名詞	1
太る ね/名詞	1
くれる な/助詞	3
しゃべる ん/名詞	2
言いそびれる って/助詞	1
対する 仕事/名詞	1
切る ん/名詞	2
切る わけ/名詞	3
る ね/名詞	2
ある さかい/助詞	12
居る わけ/名詞	2
怒る わけ/名詞	1
かける けど/助詞	1
ある 時間/名詞	1
はる 久保/名詞	1
なる ぞ/助詞	1
乗せる わけ/名詞	3
括る ねん/助詞	1
括る 括り/動詞	1
括る こと/名詞	1
かける とき/名詞	1
暮れる まで/助詞	1
反る よう/名詞	1
変える ん/名詞	1
居る で/助詞	1
喋れる て/助詞	1
言える 感じ/名詞	1
る 車両/名詞	2
る 親/名詞	1
鳴る とか/助詞	1
降りる ん/名詞	2
喋れる やろ/助動詞	1
なる さかい/助詞	4
乗り換える いう/動詞	1
いる さかい/助詞	2
当たる あの/連体詞	1
染まる って/助詞	1
なる っちゅう/助詞	1
当たる の/名詞	3
見る ポイント/名詞	1
する っちゅう/助詞	2
る リュック/名詞	1
る っちゅう/助詞	1
泊まる とこ/名詞	2
下りる の/名詞	1
呼ばれる よう/名詞	1
よる けども/助詞	1
おる やて/助動詞	1
ある コース/名詞	1
寄る ねん/助詞	1
休める 間/名詞	1
泊まる だけ/助詞	1
食べる 方/名詞	2
る 船/名詞	2
あげる よう/名詞	2
撮る やん/助動詞	1
いてる やろ/助動詞	1
渡る の/名詞	1
くれる や/助詞	2
乗る 乗り物/名詞	1
はる 温泉/名詞	1
来る ん/助詞	2
分かる ん/助詞	2
参る こと/名詞	1
調べる やん/助動詞	1
取れる もん/助詞	1
揚げる の/助詞	2
教える のに/助詞	1
辞める 機会/名詞	1
続ける 方/名詞	1
る 水/名詞	1
やる 餌/名詞	1
切る 道具/名詞	1
切る ねん/助詞	7
ある その/連体詞	1
入れる とき/名詞	1
流れる ん/名詞	1
させる とか/助詞	1
潜る とき/名詞	1
潜る わけ/名詞	1
浴びる とか/助詞	1
光る わけ/名詞	1
ばれる わけ/名詞	1
とる わい/助詞	1
ひっかける やつ/名詞	1
上げる わけ/名詞	1
る ほど/助詞	1
見える まで/助詞	1
追いかける わけ/名詞	1
捕る に/助詞	1
逃げる いう/動詞	1
る なに/名詞	1
掘る やろ/助動詞	1
帰る ころ/名詞	1
剥げる ねん/助詞	1
釣る よ/助詞	1
はまる の/助詞	1
凍る みたい/名詞	1
担げる よう/名詞	1
る あぜ道/名詞	1
でる やろ/助動詞	1
なる 開け/動詞	1
る よって/接続詞	1
落ちる わけ/名詞	1
参る やろ/助動詞	2
出る ころ/名詞	1
出る とき/名詞	3
釣れる ねん/助詞	1
引っ張る の/助詞	1
引っ張る ねん/助詞	1
回る けど/助詞	1
切る 機械/名詞	1
走れる ねん/助詞	1
破れる よう/名詞	1
取る ねん/助詞	1
滑る ねん/助詞	1
作る な/助詞	1
過ごせる って/助詞	1
生える ん/名詞	1
させる ねん/助詞	1
跳ねる わけ/名詞	1
割れる よう/名詞	1
喋れる のん/助詞	1
行ける 範囲/名詞	3
起こる って/助詞	1
受かる って/助詞	1
見る ん/助詞	1
取る か/助詞	1
行ける もん/助詞	1
膨れる ./記号	1
座れる から/助詞	1
座れる ./記号	1
座れる し/助詞	1
掘り下げる か/助詞	1
選べる よう/名詞	1
取る の/名詞	3
とまる ./記号	1
読める か/助詞	1
する 映像/名詞	1
書ける 子/名詞	1
教える から/助詞	1
若返る ./記号	1
る とんかつ/名詞	1
食べる ね/名詞	2
やる ゼミ/名詞	1
取る とき/名詞	2
語れる もの/名詞	1
ある ほう/名詞	1
はる とき/名詞	2
いる のん/名詞	1
決まる か/助詞	1
またがる から/助詞	1
する 指導/名詞	1
上がる 時/名詞	1
ごねる 人/名詞	1
来る ところ/名詞	2
飽きる ん/名詞	1
はる 時/名詞	2
る だって/助詞	1
もらえる ん/助詞	1
る ミルク/名詞	1
おける らしい/助動詞	1
る 京都/名詞	1
登る 人/名詞	1
寝る ところ/名詞	1
戻る も/助詞	1
受け入れる ./記号	2
る 一年生/名詞	1
集まる ところ/名詞	1
釣る のに/助詞	1
泳がせる ねん/助詞	1
つる ねん/助詞	1
釣れる って/助詞	1
しゃくる ./記号	1
しゃくる って/助詞	1
見せかける ねん/助詞	1
釣る み/動詞	1
来る とき/名詞	2
る タレドロップハンドル/名詞	1
れる 押さ/動詞	1
来れる の/助詞	1
語れる こと/名詞	2
教える ほど/名詞	1
教えれる か/助詞	1
教えれる から/助詞	1
ハマる タイプ/名詞	1
当てる やつ/名詞	1
負ける ./記号	2
みる から/助詞	1
求める みたい/名詞	1
入る なら/接続詞	1
見る やつ/名詞	1
ほる やつ/名詞	1
やる で/助詞	1
ついていける の/名詞	1
泊まる わ/助詞	1
止まる みたい/名詞	1
しゃべれる ペラペラ/副詞	1
取る やつ/名詞	1
いる 現象/名詞	1
突き止める と/助詞	1
突き止める って/助詞	1
やる バスケ/名詞	1
しゃべる けど/助詞	2
る カレー/名詞	1
入れる か/助詞	1
作る よ/助詞	1
くれる 子/名詞	1
調べる とか/助詞	1
まわる とか/助詞	1
ばれる ばれる/動詞	1
ばれる ./記号	1
ませる ね/助詞	1
る 寮/名詞	1
る 浪人/名詞	1
帰る 二/名詞	1
盛り上がる 曲/名詞	1
歌える みたい/名詞	1
終わる 時/名詞	1
別れる 時/名詞	1
みる こと/名詞	1
る ラーメン/名詞	1
しゃべる よう/名詞	1
仕切る って/助詞	1
こじれる と/助詞	1
増える から/助詞	1
破れる やつ/名詞	1
入る 子/名詞	1
取る 人形/名詞	1
計る やん/助動詞	1
飲める し/助詞	1
はいれる ./記号	1
つくる ねん/助詞	2
踊る ん/名詞	1
る それ/名詞	1
割る の/名詞	2
吹ける の/名詞	1
もらえる ねん/助詞	3
はる って/助詞	2
頑張る な/助詞	1
上がれる し/助詞	1
ある 歌/名詞	1
れる 握手/名詞	1
できる そう/名詞	1
挙げる だけ/助詞	1
れる 研究所/名詞	1
痛める 人/名詞	1
支える ほう/名詞	1
支える 側/名詞	1
儲かる 仕事/名詞	1
する 量/名詞	1
てる す/助動詞	1
やられる で/助詞	1
すぎる AKB/名詞	1
帰る ん/助詞	1
仕切る わけ/名詞	1
貼る こと/名詞	1
れる ポストカードケース/名詞	1
いちびる ./記号	1
感じる やん/助動詞	1
折れる やん/助動詞	3
られる らしい/助動詞	1
受ける 時/名詞	2
繋がる と/助詞	1
る ガチ/名詞	1
遊べる し/助詞	1
分かる 分かる/動詞	4
思える ./記号	1
る 私/名詞	1
たげる わ/助詞	2
あげる から/助詞	1
亡くなる 前/名詞	1
食べる のに/助詞	2
はる ゆう/動詞	1
上がる しか/助詞	1
いる とこ/名詞	1
登る のに/助詞	1
見える あの/フィラー	1
る 虹/名詞	1
見れる ん/名詞	1
取る よう/名詞	1
さかせる けども/助詞	1
切る 時期/名詞	1
あたる こと/名詞	1
する 時期/名詞	1
寝る ん/名詞	1
うてる やろ/助動詞	1
られる とか/助詞	1
うつる やん/助動詞	1
はる にゃ/助詞	1
たべる な/助詞	1
ふとる ん/名詞	1
はる や/助詞	2
なげる とか/助詞	1
なげる って/助詞	1
つながる とこ/名詞	1
放る から/助詞	1
並べる やろ/助動詞	1
並べる ゆう/動詞	1
できる プレー/名詞	1
値する 人/名詞	1
はる ん/感動詞	1
はる が/助詞	1
聞こえる 人/名詞	1
できる けども/助詞	1
ある 反面/副詞	1
せる より/助詞	1
する 反対/名詞	1
呼ばれる 法律/名詞	1
投じる 権利/名詞	1
いる はず/名詞	1
はいる って/助詞	1
問いかける ん/名詞	1
得る もの/名詞	1
る 環境/名詞	1
はしょる わけ/名詞	1
させる ./記号	2
入る で/助詞	1
る 保険/名詞	1
おりる よう/名詞	1
はいる ねん/助詞	2
かける ん/名詞	2
おこる か/助詞	1
た＋はる わ/助詞	1
いる えー/フィラー	1
いる 言う/動詞	1
開ける よう/名詞	1
た＋はる の/助詞	1
た＋はる し/助詞	1
はる よ/助詞	5
はる ね/助詞	3
すべる さかい/助詞	1
すべる ねん/助詞	1
はる さかい/助詞	1
流行る やん/助動詞	1
はる のん/助詞	1
はる 間/名詞	1
わかる 言い/動詞	1
泳げる とか/助詞	1
はる 日本人/名詞	1
あげる 方/名詞	1
嫌がる わ/助詞	1
分かる っ/助詞	1
なる けども/助詞	2
考える ちゅう/動詞	1
休める し/助詞	1
休める もん/助詞	1
受ける こと/名詞	1
なる っ/助詞	1
儲かる ねん/助詞	1
辞める もん/名詞	1
みる やん/助動詞	1
とる 仕事/名詞	1
取る 仕事/名詞	2
嫌がる とこ/名詞	1
嫌がる 仕事/名詞	1
取る っ/助詞	1
する ちゅう/動詞	1
引きずる やん/助動詞	1
くれる 何/名詞	1
なる は/助詞	1
飲める 人間/名詞	1
居る か/助詞	2
切れる の/名詞	1
掛かる わ/助詞	1
掛かる ./記号	1
重ねる ねん/助詞	1
出来る まで/助詞	1
分ける わ/助詞	1
ある 旅館/名詞	1
ある 立て/名詞	1
踏める けど/助詞	1
付ける やつ/名詞	1
る も/感動詞	1
する はじめ/名詞	1
いれる のに/助詞	1
開き直る ./記号	1
すぎる けど/助詞	1
起こる や/助詞	1
する にゃ/助詞	1
る 物/名詞	2
敗れる って/助詞	1
敗ける って/助詞	1
る エレクトーン/名詞	1
たまる もん/助詞	1
痺れる と/助詞	1
できる そんなん/名詞	1
治る よ/助詞	1
られる にゃ/助詞	1
増える いう/動詞	1
助かる かも/助詞	1
ある にゃ/助詞	1
いる よー/助詞	1
抜ける 道/名詞	1
抜ける ./記号	1
止まる ため/名詞	1
収まる と/助詞	1
飲める やん/助動詞	1
はる よう/名詞	1
ばれる し/助詞	1
れる 見つかっ/動詞	1
れる 思/動詞	1
鳴る けれど/助詞	1
売り切れる か/助詞	1
帰る し/助詞	1
作る 週/名詞	1
する ほう/名詞	1
変わる ね/名詞	1
出れる かも/助詞	1
重なる か/助詞	1
載る やろ/助動詞	1
切れる ./記号	1
出来る ん/助詞	2
当たる か/助詞	1
はる のん/名詞	1
買える ね/名詞	1
売れる ん/名詞	2
売れる BIGBANG/名詞	1
た＋はる やろ/助動詞	1
た＋はる ん/名詞	1
する とこ/動詞	1
なる もの/名詞	1
会える か/助詞	2
取れる よ/助詞	1
乗る 言う/動詞	1
儲かる けど/助詞	1
儲かる な/助詞	1
乗れる と/助詞	1
止まる やん/助動詞	1
止まる ね/名詞	1
とまる やん/助動詞	1
くれる なら/助動詞	1
帰れる もん/助詞	1
居る ゆう/動詞	1
はる あれ/名詞	1
受けれる か/助詞	1
ある ゆっ/動詞	1
あげる か/助詞	1
泊まる とこ/動詞	1
た＋はる と/助詞	1
ある 元気/名詞	1
建てる ので/助詞	1
崩れる から/助詞	1
逸れる ねん/助詞	1
話しかける し/助詞	1
かわせる 術/名詞	1
下がる ん/名詞	1
払える 分/名詞	1
吠える し/助詞	1
できる 授業/名詞	1
乗れる ね/名詞	1
なる 仔/名詞	1
辞める し/助詞	1
付ける と/助詞	1
震える ./記号	3
抜ける って/助詞	1
滑れる やん/助動詞	1
頑張る だけ/助詞	1
る 限り/名詞	1
愛せる か/助詞	1
あげれる か/助詞	1
る 子ども/名詞	1
残る と/助詞	1
喋る で/助詞	2
学べる ん/名詞	1
ある サービス/名詞	1
決めれる けど/助詞	1
おる 感じ/動詞	1
呼ばれる の/助詞	1
かける 人/名詞	1
残る の/助詞	1
お目にかかる ./記号	1
出来る 方/名詞	1
喋れる で/助詞	1
やる ねん/名詞	1
出せる し/助詞	2
着る やん/助動詞	1
る ！/記号	1
辞める な/助詞	1
れる 美容師/名詞	1
なる 気/名詞	1
殺せる ね/助詞	1
くる 変わっ/動詞	1
煽る ./記号	1
なる なる/動詞	1
てる もん/助詞	1
作る 材料/名詞	1
がる し/助詞	1
れる ちゃん/動詞	1
られる とき/名詞	1
捕る ん/名詞	1
投げる って/助詞	1
る 面子/名詞	1
泣ける ん/名詞	1
る ランナー/名詞	1
いる 姿/名詞	1
負ける し/助詞	1
なる ちょっと/副詞	1
なる 寝/動詞	1
なる 有名/名詞	1
わかる ん/助詞	1
なめれる から/助詞	1
焦る から/助詞	1
しゃべる 人/名詞	1
びびる ./記号	1
しゃべる 機会/名詞	1
ある 私/名詞	1
食べれる やん/助動詞	1
れる いや/接続詞	1
あたる とき/名詞	1
まくる とき/名詞	1
すぎる ところ/名詞	1
来る まで/助詞	1
通る バス/名詞	1
入れる はず/名詞	1
乗る 電車/名詞	1
食べる 感じ/名詞	1
みる って/助詞	1
入る みたい/名詞	1
入る とこ/名詞	2
頼る 人/名詞	1
太る みたい/名詞	1
びびる 時期/名詞	1
辞める みたい/名詞	1
はる を/助詞	4
始める こと/名詞	1
来る とか/助詞	1
走り抜ける って/助詞	1
避ける みたい/名詞	1
避ける の/名詞	1
取る 感じ/名詞	1
する 春休み/名詞	1
来る 訳/名詞	1
終わる って/助詞	1
超える まで/助詞	1
焦る こと/名詞	1
なくなる わけ/名詞	1
よめる けど/助詞	1
学べる みたい/名詞	1
載る ぐらい/助詞	1
いる 前/名詞	1
やり遂げる みたい/名詞	1
学べる やん/助動詞	1
見れる な/助詞	1
見れる 最近/名詞	1
る こっち/名詞	1
る 勝っ/動詞	1
盛り上がる し/助詞	1
回る ねん/名詞	1
ある よ/名詞	1
売れる 歌手/名詞	1
る サークル/名詞	1
辞める 理由/名詞	1
る チーム/名詞	1
やる なら/接続詞	1
来る ぐらい/助詞	1
やる なら/助動詞	1
やる 日本/名詞	1
解ける 問題/名詞	1
解ける ./記号	1
できる ぞー/副詞	1
る アニメ/名詞	1
せる の/助詞	1
在る べき/助動詞	1
当てる みたい/名詞	1
ある 体育館/名詞	1
行ける もん/名詞	1
上がる ん/助詞	1
通る とか/助詞	1
帰る けど/助詞	1
泊まる わけ/名詞	1
楽しめる 場所/名詞	1
楽しめる 人/名詞	1
溜まる ん/名詞	1
行ける だけ/助詞	1
とれる ん/名詞	1
とれる ね/名詞	1
くれる 場合/名詞	1
いる ので/助詞	1
つづける みたい/名詞	1
回る やろ/助動詞	3
切る みたい/名詞	1
暮らせる だけ/助詞	1
稼げる ./記号	1
稼げる ねん/助詞	1
買える ねん/助詞	3
る こういう/連体詞	1
くれる 前提/名詞	1
る 紹介/名詞	1
見える とか/助詞	1
分かれる よ/助詞	1
変わる もん/助詞	1
汚れる もん/助詞	1
つける とこ/名詞	1
伸びる ん/名詞	1
ある じゃ/助動詞	7
撮れる もん/助詞	1
喋る わ/助詞	1
見れる もん/名詞	1
くれる ちゃう/動詞	1
出る よー/助詞	1
聴こえる の/助詞	1
動ける し/助詞	1
怒る 感じ/動詞	1
震える くらい/助詞	1
くれる お母さん/名詞	1
伸びる か/助詞	1
寝る 前/名詞	1
つぶれる かも/助詞	1
死する 人/名詞	1
寝る ねん/助詞	1
凝る 人/名詞	1
のせる ./記号	1
生まれる ん/助詞	1
なれる みんな/名詞	1
上げる メンバー/名詞	1
る 相手/名詞	1
登る から/助詞	1
作る ん/助詞	1
ある っちゃ/助詞	1
会える 気/名詞	1
聴ける から/助詞	1
る 音楽/名詞	2
る バンド/名詞	2
取れる の/名詞	1
勧める ん/名詞	1
言える その/連体詞	1
見れる って/助詞	1
言える 力/名詞	1
起こる の/名詞	1
つる ん/名詞	1
いらっしゃる ん/名詞	1
る 情報/名詞	1
話せる けど/助詞	1
止まる よう/名詞	1
なる 訳/名詞	1
会える だけ/助詞	1
老いる ./記号	2
食える の/助詞	1
籠る の/名詞	1
合える 話/名詞	1
る お父さん/名詞	1
作る 洗濯/名詞	1
呼べる な/助詞	1
食べる 食べる/動詞	1
なれる じゃ/助動詞	1
ある めっちゃ/副詞	1
行ける 国/名詞	1
行ける 映画館/名詞	1
できる ホットドッグ/名詞	1
観る の/助詞	1
れる とこ/名詞	1
喋る より/助詞	1
る 動画/名詞	1
る 居場所/名詞	1
喋る な/助詞	3
捕まる こと/名詞	1
ある ファミリーマート/名詞	1
行ける 人間/名詞	1
きめる の/名詞	1
借りる 側/名詞	1
見る 会/名詞	2
ずれる けど/助詞	1
られる 人間/名詞	1
勝てる わけ/名詞	1
持てる の/名詞	1
もてる けど/助詞	1
潰せる けど/助詞	1
育てる か/助詞	1
曲がる の/名詞	2
図る 世の中/名詞	1
できる 話/名詞	1
納まる ねん/助詞	1
出る 問題/名詞	1
決める こと/名詞	1
上がる 人/名詞	1
滑れる よう/名詞	3
こける 感じ/名詞	1
ボケる ん/名詞	1
盛れる よう/名詞	1
せる ん/名詞	2
攻める ./記号	1
変わる こと/名詞	1
する 何/名詞	1
関われる から/助詞	1
られる な/助詞	1
わかる 言葉/名詞	1
めげる ./記号	3
盛り上がれる と/助詞	1
うつる し/助詞	1
よる ところ/名詞	2
すぎる な/助詞	1
取れる 学校/名詞	1
ある 展覧/名詞	1
作る のに/助詞	3
る 地元/名詞	1
帰れる と/助詞	1
着ける もの/名詞	1
助ける ./記号	1
みる しか/助詞	1
ある 醤油/名詞	1
がんばる か/助詞	1
ばれる やん/助動詞	1
くる 時間/名詞	1
回る だけ/助詞	2
おる 訳/名詞	1
感じる とこ/名詞	1
おる ゆう/動詞	1
変える で/助詞	1
貯める ./記号	1
する よる/動詞	1
可愛がる やろ/助動詞	1
可愛がる で/助詞	1
決める 事/名詞	1
くる だけ/助詞	1
喋る 事/名詞	1
滑る だけ/助詞	1
載る ねん/助詞	1
取る パーセンテージ/名詞	1
潰れる か/助詞	1
喋る ん/助詞	1
賭ける 何ぼ/副詞	1
賭ける って/助詞	1
賭ける ./記号	1
賭ける わ/助詞	1
見せる ぐらい/助詞	1
来る のに/助詞	2
作る べき/助動詞	1
事故る とこ/名詞	1
曲がる 時/名詞	1
する 筋合い/名詞	1
とる 日本語/名詞	1
変える 気/名詞	1
出る 手段/名詞	1
とれる 年齢/名詞	1
いる エピソード/名詞	1
広がる 感じ/名詞	1
とる イメージ/名詞	1
よくなる よう/名詞	1
つぶれる やろ/助動詞	1
よくなる こと/名詞	1
ある 自然/名詞	1
伝わる か/助詞	1
遊べる かんじ/名詞	1
とる っぽい/形容詞	1
ある っぽい/形容詞	1
なだめる 感じ/名詞	1
いらっしゃる ./記号	1
詰める ん/名詞	1
見れる の/名詞	1
着こなせる 人/名詞	1
ある デザート/名詞	1
とろける で/助詞	1
食べる 機会/名詞	1
書ける の/名詞	1
絞める こと/名詞	1
なる 分/名詞	1
笑える みたい/名詞	1
要る って/助詞	1
育てる ./記号	1
ある 事/名詞	1
なる より/助詞	1
楽しめる よう/名詞	2
上がる と同時に/接続詞	1
とる マンション/名詞	1
まじわる ね/名詞	1
そろえる ところ/名詞	1
過ぎる のん/名詞	1
釣る よう/名詞	1
滑る とこ/名詞	1
あげる まで/助詞	1
ある 県/名詞	1
入る つもり/名詞	2
とる 沖縄/名詞	1
回れる 島/名詞	1
潜る やつ/名詞	1
会える って/助詞	1
とる ショップ/名詞	1
暮らせる よう/名詞	3
溢れる から/助詞	1
つくる の/助詞	1
ある 資格/名詞	2
見つかる やろ/助動詞	1
とる 身体/名詞	1
なれる と/助詞	2
たげる から/助詞	1
きる ./記号	1
居る 子/名詞	1
有る ぐらい/助詞	1
降る ./記号	2
当たる 行事/名詞	1
喋れる 訳/名詞	1
固まる し/助詞	1
る 階/名詞	1
売る とこ/名詞	1
過ぎる から/助詞	1
余る って/助詞	1
滑れる だけ/助詞	1
泳げる ./記号	1
慣れる こと/名詞	1
探る みたい/名詞	1
決める とこ/名詞	1
集まる とか/助詞	1
行ける ぐらい/助詞	3
ある 生活/名詞	1
まくる から/助詞	1
する 合間/名詞	1
帰る か/助詞	1
終わる ちょっと/副詞	1
寝かしつける の/助詞	1
教える 前/名詞	1
帰れる ねん/助詞	1
降る し/助詞	1
ある デパート/名詞	1
疲れる わ/助詞	2
遅れる し/助詞	1
とる っけ/助詞	1
集める の/名詞	1
おれる わ/助詞	1
変わる やつ/名詞	1
要る もん/名詞	1
ある な/助動詞	1
まくれる とか/助詞	1
まくれる ./記号	1
下りる とき/名詞	3
通じる し/助詞	3
はまる と/助詞	1
あげる 人/名詞	1
れる 電話/名詞	1
くる 事/名詞	1
行ける 目的/名詞	1
動ける ./記号	1
通る ので/助詞	1
る 気分/名詞	1
なれる し/助詞	2
乗れる し/助詞	2
なくなる じゃ/助動詞	1
働ける し/助詞	1
過ぎる ぐらい/助詞	1
入り込める ./記号	1
ひける とか/助詞	1
採れる とか/助詞	1
買える 訳/名詞	1
る 合間/名詞	1
至る と/助詞	1
する 方向/名詞	1
登れる わ/助詞	1
おる べき/助動詞	1
考える ほう/名詞	1
回る とか/助詞	1
できる かも/助詞	1
降りる の/名詞	1
出る 言葉/名詞	1
やる 山/名詞	1
する パターン/名詞	1
付き合える ところ/名詞	1
釣れる し/助詞	1
釣れる とこ/名詞	1
釣る ため/名詞	1
釣る 人/名詞	1
釣る ん/名詞	3
教える 言う/動詞	1
滑る から/助詞	1
もらえる かも/助詞	1
飲める とこ/名詞	1
取れる 取ら/動詞	1
儲かる 儲から/動詞	1
できる とき/名詞	1
食べれる わ/助詞	2
食べる ほう/名詞	1
たれる わ/助詞	1
植える の/名詞	1
わかる もん/助詞	1
きる とか/助詞	1
走る 機械/名詞	1
横切る し/助詞	1
住める よう/名詞	1
採る ん/名詞	1
見える じゃ/助動詞	1
かかる わり/名詞	2
てる です/助動詞	1
揚げる でしょ/助動詞	1
盛る ん/名詞	2
戻る わ/助詞	1
唱える と/助詞	1
する イベント/名詞	1
食べる ところ/名詞	1
れる そう/名詞	1
する けれど/助詞	1
食べる 気/名詞	1
戻る みたい/名詞	1
来る じゃ/助動詞	1
空ける っ/助詞	1
上がる ん/名詞	3
つける って/助詞	1
出る お祭り/名詞	1
乗る 子/名詞	4
乗れる かも/助詞	1
する 人数/名詞	1
なる 年/名詞	2
する 隣保/名詞	1
たげる か/助詞	1
要る みたい/名詞	1
取り上げる 材料/名詞	1
教える じゃ/助動詞	1
する 気持ち/名詞	1
出る 子/名詞	2
謝る でしょ/助動詞	1
出る 喧嘩/名詞	1
する 番組/名詞	1
る 八/名詞	1
なくなる ゆう/動詞	1
踏める な/助詞	1
育てる じゃ/助動詞	1
耐える って/助詞	1
よる ゆう/動詞	1
切る こう/副詞	1
切る ゆう/動詞	1
泊まる ね/名詞	1
さる ./記号	1
さる ゆう/動詞	2
たる た/助動詞	12
ゆえる ./記号	1
作る ゆう/名詞	1
馴染める し/助詞	1
ゆえる よう/名詞	1
馴染める ./記号	1
遊べる 場/名詞	1
ある さけえ/助詞	1
零れる で/助詞	1
見つける ゆう/動詞	1
ある ゆう/動詞	5
答える ん/名詞	1
答える さかい/助詞	1
痛める ほう/名詞	1
感じる わけ/名詞	1
乗る 気/名詞	1
遊べる とき/名詞	1
あげる なら/助動詞	1
言える もん/名詞	1
とる たげ/動詞	1
行ける くじ/名詞	1
広がる ねん/助詞	1
もらえる らしい/助動詞	2
やる た/助動詞	1
上がる いう/動詞	1
とる 時分/名詞	1
出る のん/助詞	1
ある 村/名詞	2
もらえる 時期/名詞	1
とる ゆう/名詞	1
行ける 田んぼ/名詞	1
上がる 道/名詞	1
入れる 袋/名詞	2
入れる 蔵/名詞	1
ある 工場/名詞	1
たる たら/助動詞	1
なる 傍/名詞	1
もらえる 子/名詞	1
見える 感じ/名詞	1
とる です/助動詞	2
ある 祭り/名詞	1
来る 駅/名詞	1
乗る 時/名詞	1
