word phrase	count
残っとる とこ/名詞	1
回る わけ/名詞	1
儲ける つう/動詞	1
集めてくる やろ/助動詞	1
儲ける とか/助詞	1
出しとる わけ/名詞	2
集める だけ/助詞	1
掛けてる わけ/名詞	1
なっとる けど/助詞	4
儲けとる やろ/助動詞	1
消える やろ/助動詞	1
雇ってる 給料/名詞	1
払ってる 分/名詞	1
送る やろ/助動詞	1
売る やん/助動詞	2
儲けなる わけ/名詞	1
代わる もん/名詞	1
なる て/助詞	1
言うよる けど/助詞	1
とる よ/助詞	1
入る やろ/助動詞	3
おれる やつ/名詞	1
くる やろ/助動詞	1
売る とか/助詞	1
くる わけ/名詞	1
作っとる の/名詞	1
られる わけ/名詞	4
延びる ね/名詞	1
打てる から/助詞	2
のびる やん/助動詞	1
まわる 訳/名詞	1
できる つう/動詞	1
しはる の/助詞	2
配る みたい/名詞	1
いる けども/助詞	2
ある 言葉/名詞	1
並べる わけ/名詞	1
立てる わけ/名詞	1
倒せる か/助詞	1
投げつける わけ/名詞	2
やめる ./記号	1
持ってる 家/名詞	1
整ってる ねん/名詞	1
遊べる もん/名詞	1
避ける と/助詞	1
られる ねん/名詞	2
持ってる か/助詞	2
信じてる から/助詞	2
信じてる ねん/名詞	1
信じてる ./記号	1
出来る 子供/名詞	1
助けてやる と/助詞	1
分かってくる と/助詞	1
出してる と/助詞	1
閉まってる し/助詞	2
治る 風邪/名詞	1
覚えてる インフルエンザ/名詞	1
寝ている 時/名詞	1
残ってる 夢/名詞	1
ある らしくっ/助動詞	2
ある 施設/名詞	1
祈る だけ/助詞	1
変わる やろ/助動詞	2
慣れる のに/助詞	3
生じてくる と/助詞	1
出てくる ん/名詞	9
する 機会/名詞	3
している 顔/名詞	1
慣れてる やん/助動詞	1
ふざけてる 時/名詞	1
感じる 部分/名詞	1
いる らしい/助動詞	3
飼うてる らしい/助動詞	1
迎えてくれる ねん/助詞	1
振ってくれる ねん/助詞	1
困る のに/助詞	1
行ける 友達/名詞	1
なってくる わ/助詞	3
変わってくる ねん/助詞	1
住んでる 近く/名詞	1
行ける 場所/名詞	2
助けてくれる 時/名詞	1
いってる な/助詞	1
取る べき/助動詞	1
傾いてる のに/助詞	1
逃げてる わけ/名詞	1
守る 最終/名詞	1
なれる の/助詞	1
揉めてる わ/助詞	1
決まる ./記号	2
建ってる ねん/助詞	1
出る に/助詞	1
来てる ねん/名詞	2
行ってる 事/名詞	1
見てる わけ/名詞	1
思っている の/助詞	1
飲める わ/助詞	1
飲んでる 時/名詞	2
持ってる やん/助動詞	1
かける やろ/助動詞	2
れている わけ/名詞	1
やめる べき/助動詞	1
する 方法/名詞	2
流してる ./記号	1
なる ね/助詞	4
持ってる イメージ/名詞	1
きする わ/助詞	1
起こってる ./記号	1
すれてる と/助詞	1
来てる や/助詞	1
追ってる ちゅう/動詞	1
楽しんでる って/助詞	1
与えてる ん/名詞	1
やってる 時間/名詞	2
過ごせる ゲーム/名詞	1
与える ねん/助詞	1
考えてる な/助詞	1
出てる か/助詞	1
きてる ね/名詞	1
持っている もの/名詞	1
逃げる やん/助動詞	1
吠えてる ねん/助詞	1
聞いてる ねん/助詞	2
きてる ん/名詞	6
わろてる ねん/助詞	1
しゃべる の/助詞	2
出てる と/助詞	2
起こる ねん/助詞	1
やれる 仕事/名詞	1
する 際/名詞	1
取れる 子/名詞	1
取る 方/名詞	1
わろてる の/助詞	1
やれてる ちゅう/動詞	1
やれる もの/名詞	1
聞いてくれる 人/名詞	1
聞いてもらえる し/助詞	1
合える し/助詞	1
繋がっている 人/名詞	1
合える わ/助詞	1
合える か/助詞	1
考えてある ねん/助詞	1
動いてる ねん/助詞	2
動き出してる か/助詞	1
くれてる けど/助詞	3
喋る の/助詞	4
言うてる と/助詞	1
うってる だけ/助詞	1
喋る れ/動詞	1
終わる まで/助詞	3
やり始める から/助詞	1
変わってる ちゃう/感動詞	1
見つけてくる ん/名詞	1
思える もの/名詞	1
生きる より/助詞	1
生きる ん/名詞	1
出せてる ./記号	1
やれる ほう/名詞	1
してもらえる し/助詞	1
思ってやる わけ/名詞	1
売り込んでる わ/助詞	1
やっていける ねん/助詞	1
踊ってる から/助詞	1
踊ってる もん/助詞	1
歌てる ./記号	1
なってる な/助詞	3
過ごしてる な/助詞	1
してる クラス/名詞	1
立て直してる から/助詞	1
使ってる ん/名詞	3
溜まる し/助詞	2
売ってる 訳/名詞	1
する なら/接続詞	4
れてる ポスター/名詞	1
儲ける の/名詞	2
攻める チーム/名詞	1
送れる やん/助動詞	1
渡せる し/助詞	1
焼ける ./記号	1
作る で/助詞	1
塗る こと/名詞	1
見えてくる な/助詞	1
買ってる ん/名詞	1
知ってる 車/名詞	1
上がってくる し/助詞	1
勝てる わ/助詞	1
夢見る ./記号	1
見てる らしい/助動詞	3
忘れてる らしい/助動詞	1
出る ため/名詞	1
できてる ./記号	2
痩せる わ/助詞	1
ぽちゃってくる やん/助動詞	1
割れてる ./記号	1
ちゃってる もん/助詞	1
頑張る ./記号	2
さぼる ねん/助詞	1
着てる し/助詞	2
過ごせる なら/接続詞	1
買ってる ねん/助詞	1
買ってる ./記号	1
盛り上がる のに/助詞	1
悩んでる みたい/名詞	1
悩んでる 間/名詞	1
考えてる ん/名詞	1
考えてる 時間/名詞	2
ある 前/名詞	2
行ける ちゃん/動詞	1
頑張る こと/名詞	1
行ける 所/名詞	1
勝ってる の/名詞	1
塗る の/名詞	1
作る スピード/名詞	1
頑張ってる から/助詞	1
頑張れる みたい/名詞	1
恵まれてる かも/助詞	1
貰ってる ./記号	1
出来る 世代/名詞	1
やってる 事/名詞	1
謝る か/助詞	1
できる ので/助詞	1
れる 後輩/名詞	1
擂る ./記号	1
すってる じゃ/助動詞	1
負けてる の/助詞	2
飼ってる 時/名詞	1
預ける とか/助詞	1
決める 大会/名詞	1
来てくれる し/助詞	3
考えてる の/名詞	1
できる スポット/名詞	1
ある として/助詞	1
狙ってる ん/名詞	1
する パンケーキ/名詞	1
作れる やん/助動詞	1
入れる とか/助詞	3
流行ってる ね/助詞	1
出てる 所/名詞	1
決まってる 焼肉/名詞	1
決まってる 王将/名詞	1
助かる ./記号	3
足りる ./記号	1
使ってる もの/名詞	1
ある アシッドラシーヌ/名詞	1
閉める みたい/名詞	1
儲かる し/助詞	1
売れる から/助詞	1
残ってる から/助詞	3
作る 朝飯/名詞	1
足してくれる ねん/助詞	1
勝ってる 所/名詞	1
持ってる ん/名詞	4
できる な/助詞	2
出せる ねん/助詞	1
とれる ねん/助詞	1
取れる ねん/助詞	2
貰える みたい/名詞	1
さらけだしてる って/助詞	1
さらけだしてる ./記号	1
着替える 時/名詞	1
履いてる 女の子/名詞	1
付き合ってる みたい/名詞	1
いてる か/助詞	3
食べてもらえる よう/名詞	1
炒めてる におい/名詞	1
わかる から/助詞	4
入ってる やつ/名詞	2
食べてる ぐらい/助詞	1
ためてる けど/助詞	1
きてる 子/名詞	3
片づける ん/名詞	1
転がってる もん/助詞	1
散らかってる ./記号	1
寝る スペース/名詞	1
つくれる もん/名詞	1
作れる よう/名詞	1
聞こえてくる らしく/助動詞	1
入ってる とき/名詞	1
できる ところ/名詞	4
染める の/名詞	1
行ってる いっつも/副詞	1
座ってる ん/名詞	1
しまくる ./記号	1
する 家/名詞	2
食べてる 気持ち/名詞	1
出してくれる から/助詞	2
乗ってる 時間/名詞	1
会ってる し/助詞	1
会ってる の/名詞	1
しゃべってる ./記号	1
聞いてくれる し/助詞	1
くれる って/助詞	2
見てる 子/名詞	1
しゃべってくれる から/助詞	1
覚えてくれる ./記号	1
覚える ん/名詞	1
乗り過ごしてる ./記号	1
いてる みたい/名詞	1
来る 感じ/名詞	1
いてる らしく/助動詞	1
走る ん/名詞	3
できる スポーツ/名詞	1
走ってる けど/助詞	1
できる レベル/名詞	1
泳げる って/助詞	1
出てくる けど/助詞	1
踊ってる の/名詞	1
踊ってる みたい/名詞	1
伸びてる か/助詞	1
曲がってる か/助詞	1
変わってくる から/助詞	2
習ってる 先生/名詞	1
始まる スタジオ/名詞	1
続ける ./記号	1
踊る って/助詞	1
踊る らしい/助動詞	1
みる けど/助詞	2
合ってる と/助詞	2
売れてる っ/感動詞	1
売れてる けど/助詞	1
掛ける いくらか/副詞	1
儲かってる と/助詞	1
やめる 人/名詞	1
続けてる 人/名詞	1
つけてる あの/連体詞	1
過ぎてる 人/名詞	1
食べてる ./記号	4
乗ってくる の/名詞	1
ってなる ./記号	2
座れる のに/助詞	1
空いてる のに/助詞	1
する ぞ/助詞	4
言い始める から/助詞	1
出してもらえる よう/名詞	1
できる なら/接続詞	3
きはる けど/助詞	2
ある 日/名詞	2
歌ってる みたい/名詞	1
出しはる から/助詞	1
聴いてる な/助詞	1
着てくる から/助詞	1
着替える とき/名詞	1
話してはる から/助詞	1
きはる から/助詞	1
もらってやる 以外/名詞	1
受かってる から/助詞	1
決める とき/名詞	1
ある ごと/名詞	1
走り回る わ/助詞	1
走り回る けど/助詞	1
使える よう/名詞	4
食べる 時/名詞	1
太る わ/助詞	1
食べる とき/名詞	3
疲れてる 時/名詞	2
してる ぞ/助詞	2
疲れてる 時期/名詞	1
見てる ん/名詞	3
してる 夢/名詞	1
られる 瞬間/名詞	1
行ってる ボランティア/名詞	1
行ってる 人/名詞	4
やっていける ん/名詞	2
変わってくる かも/助詞	1
受かる こと/名詞	1
できる ならば/接続詞	1
考える けど/助詞	1
れてる か/助詞	3
なる ごと/名詞	1
残る の/名詞	2
売ってる かも/助詞	1
れてる って/助詞	3
やってはる けど/助詞	2
上げる とか/助詞	1
出せる ところ/名詞	1
やる 必要/名詞	1
出てる 時/名詞	1
言うてはる けど/助詞	1
出してはる し/助詞	1
言うてる 割/名詞	1
ある そういう/連体詞	1
あってる から/助詞	1
やってる 場所/名詞	1
やる けど/助詞	4
なってる はず/名詞	1
かける かも/助詞	1
なれてる ん/名詞	1
やめる こと/名詞	1
れる なんか/フィラー	1
なる なら/接続詞	1
話してる だけ/助詞	1
飽きる から/助詞	2
飽きる けど/助詞	1
余ってる 時/名詞	1
過ぎる し/助詞	1
られる やろ/助動詞	2
作れる ってか/接続詞	1
行ってる 先輩/名詞	1
入ってる 先輩/名詞	1
超えてる から/助詞	1
開ける まで/助詞	1
つるんでる 先輩/名詞	1
喋る 人/名詞	3
絡んでる ./記号	1
慣れてる って/助詞	2
遊べる から/助詞	2
くれはる から/助詞	4
おりはる から/助詞	1
溢れてる から/助詞	1
しゃべる し/助詞	2
なりはる から/助詞	1
泊めてくれる 先輩/名詞	1
置いてる から/助詞	1
行ける って/助詞	2
疲れてる し/助詞	1
してる 言う/動詞	4
見てる 同期/名詞	1
やる も/助詞	1
わかってる けど/助詞	1
見てる って/助詞	1
燃えてる とこ/名詞	1
泳いてる で/助詞	1
追いつける ぐらい/助詞	1
狙ってる みたい/名詞	1
ある 携帯/名詞	1
食ってる ぐらい/助詞	1
くる のに/助詞	1
しゃべってる か/助詞	2
帰ってる から/助詞	1
れる ちゃう/動詞	1
病んでる ん/名詞	1
集まる のに/助詞	1
見る ため/名詞	2
回る し/助詞	2
使ってくれる ん/名詞	1
もらってる な/助詞	1
渦巻いてる から/助詞	1
れる 環境/名詞	1
歌える よ/助詞	1
出る けど/助詞	3
はめる の/名詞	1
出る とこ/名詞	2
つぶれる し/助詞	1
消える やん/助動詞	1
こもってる とか/助詞	1
いただける と/助詞	1
折れてる から/助詞	1
倒れる ぐらい/助詞	2
目指してる 子/名詞	1
してる 最中/名詞	3
立ってる の/名詞	1
なってくる ん/名詞	5
突き抜けてる か/助詞	1
めくれてる とこ/名詞	1
揺れてる し/助詞	1
稼いてる ./記号	1
やってる ころ/名詞	1
吐いてる ./記号	1
おる ほう/名詞	1
ゆうてる の/助詞	1
入ってる メタル/名詞	1
凝ってる から/助詞	1
埋もれる から/助詞	1
来る 時/名詞	2
思てる けど/助詞	2
太ってる やん/助動詞	1
聞いてる の/助詞	1
やる 音楽/名詞	1
疲れる けど/助詞	2
寝る やん/助動詞	1
かかる やろ/助動詞	8
聞こえる だけ/助詞	1
見てる でも/接続詞	1
やる とき/名詞	4
のせる やつ/名詞	1
使える から/助詞	1
動いてる ./記号	1
乗ってる 写真/名詞	1
やってる 女の子/名詞	1
出してある わ/助詞	1
かかってる から/助詞	1
整ってる ねん/助詞	1
借りる から/助詞	1
貸してくれる ねん/助詞	1
乗ってはる OB/名詞	1
行ってくれる ./記号	1
登れる レベル/名詞	1
上がれる ./記号	1
上がれる あれ/名詞	1
勝ってる やん/助動詞	1
入ってある わ/助詞	1
染める ねん/助詞	1
もみ消してくれる けど/助詞	1
回る ねん/助詞	5
つける ねん/助詞	2
言うてる わ/助詞	2
帰る いう/動詞	2
通る わ/助詞	1
入る に/助詞	1
言うてあげる な/助詞	1
決まる かも/助詞	1
おる ん/助詞	4
振る ./記号	2
見る よ/助詞	2
通る 時/名詞	2
通る とき/名詞	1
もってる 子/名詞	1
持ってる 持っ/動詞	2
届いてる か/助詞	1
喋れる の/助詞	1
おちょくってる やろ/助動詞	1
取れる らしい/助動詞	1
負ける の/名詞	1
出してる から/助詞	2
離れてる か/助詞	1
飲んでる ./記号	3
飲める ん/名詞	1
ある ネギ/名詞	1
煮る ./記号	1
出来る シリーズ/名詞	1
買ってくれる し/助詞	1
買ってくれる ./記号	2
描いてる ねん/助詞	1
住んでる 家/名詞	2
引っ張る やつ/名詞	1
休みなる から/助詞	1
貯める けど/助詞	1
無くなる から/助詞	1
くる よう/名詞	1
つついてくる ぐらい/助詞	1
対する ./記号	2
とる って/助詞	2
ある 相手/名詞	1
あわせる って/助詞	1
話してる 時/名詞	1
話し合ってる 時/名詞	1
取り合ってる ./記号	1
働いてる から/助詞	4
送る み/動詞	1
寝てる から/助詞	3
なる タイプ/名詞	1
こらえる の/名詞	1
ばれる わ/助詞	1
弾いてる とき/名詞	1
思ってる 以上/名詞	1
ふざけている から/助詞	1
遊んでる とき/名詞	1
ふざける から/助詞	1
してる 絵/名詞	1
言ってくる ./記号	2
弾いてる やん/助動詞	1
奢ってくれる 時/名詞	1
払いのける 感じ/名詞	1
思ってる ねん/名詞	2
払える ん/名詞	1
降ってる の/名詞	1
見えてる し/助詞	1
付き合ってる ねん/助詞	1
言ってる ね/助詞	1
がってる から/助詞	1
泊まる 部屋/名詞	1
なる らしく/助動詞	1
嫌がる 割/名詞	1
聞いてくる ./記号	1
嫌がってる から/助詞	1
行ってる 気/名詞	1
出る 気配/名詞	1
会える し/助詞	1
飲んでる ねん/助詞	1
頑張れる ./記号	2
上がる みたい/名詞	1
飲んてる のに/助詞	1
見える の/名詞	4
張り合える で/助詞	1
やる 前/名詞	2
いってる みたい/名詞	1
住んでる 家族/名詞	1
キレる から/助詞	2
キレる か/助詞	1
とってる な/助詞	1
もらってる から/助詞	2
描ける し/助詞	1
行ってる ん/助詞	2
たける イケメン/名詞	1
似てる 自信/名詞	1
似てる 似/動詞	2
飽きてくる って/助詞	1
踊る ほう/名詞	1
荒れてる とか/助詞	1
受かる やろ/助動詞	1
受かる で/助詞	1
荒れてる と/助詞	1
荒れてる から/助詞	1
あげる よ/助詞	2
する 手前/名詞	1
荒れてる ところ/名詞	1
できる 学部/名詞	1
溢れる みたい/名詞	1
止まる って/助詞	2
食べれてる から/助詞	1
来てる かも/助詞	1
買ってくれる やん/助動詞	1
入れる やん/助動詞	3
ひいてる のに/助詞	1
出てくる な/助詞	1
買ってくる ねん/助詞	1
買ってくる 親/名詞	1
なれる わ/助詞	2
太ってる や/助詞	1
来てる の/名詞	2
出れる よう/名詞	2
会える やん/助動詞	2
見れる だけ/助詞	1
喋れる かも/助詞	1
ある 商店/名詞	1
来る な/助詞	2
見る より/助詞	2
会ってる と/助詞	1
会ってる ねん/助詞	1
向けてる で/助詞	1
待ってる やん/助動詞	2
ある ちゃう/動詞	1
戻って来る ねん/助詞	1
あげる とこ/名詞	1
踏んでる ねん/助詞	1
踏んてる ねん/助詞	1
負ける で/助詞	1
嫌われる で/助詞	1
育ってくれる から/助詞	1
つくる 場合/名詞	1
出れる 感じ/名詞	1
なれる って/助詞	2
ある 水族館/名詞	1
変わってる ん/名詞	3
あげる と/助詞	1
作れる し/助詞	1
やってくれる 感じ/名詞	1
巻いてやる のん/助詞	1
いじめてる つもり/名詞	1
言ってくる から/助詞	1
んてなる まで/助詞	1
始まる し/助詞	4
まわせる やん/助動詞	1
してる て/助詞	1
求めている わけ/名詞	1
としてる 奴/名詞	1
まとめる の/名詞	1
被ってる やろ/助動詞	1
思い出せる の/名詞	2
思い出してる ねん/名詞	1
考える なら/助動詞	1
変わる わけ/名詞	3
売ってる さ/助詞	1
合ってる わ/助詞	2
被ってる ねん/助詞	1
移る から/助詞	1
被ってる と/助詞	1
あたる ねん/助詞	1
怒ってくる とき/名詞	1
飛んでくる やん/助動詞	1
飛んでくる から/助詞	1
似てる やつ/名詞	1
感じる ん/名詞	4
つけてる のに/助詞	1
やってる 優越/名詞	1
浸る とこ/名詞	1
思ってる やつ/名詞	1
移る ./記号	6
移ってる で/助詞	1
してくる って/助詞	1
怒ってる の/助詞	2
怒ってる よう/名詞	1
困る タイプ/名詞	1
いける やろ/助動詞	2
考えてる ビジョン/名詞	1
減る な/助詞	1
続いてる わけ/名詞	1
盛り上がる から/助詞	1
絡める けど/助詞	1
れてる わけ/名詞	4
集まる から/助詞	2
集まる わけ/名詞	1
出てる 奴/名詞	1
話してる 通り/名詞	1
合わせる 気/名詞	1
いる 時間/名詞	2
来てくれる よう/名詞	1
疲れてる けど/助詞	1
離れてる ん/名詞	3
れる ほど/助詞	1
飲んではる ./記号	1
並んでる から/助詞	2
くれてはる ./記号	1
いてる やん/助動詞	2
入れてる とこ/名詞	1
鍛える ./記号	1
取ってる ところ/名詞	1
座ってやる 演奏/名詞	1
教えれる ね/名詞	1
考えてやる し/助詞	1
勤めてる 会社/名詞	1
続けてる ./記号	2
してくる から/助詞	1
する 場所/名詞	3
震える とか/助詞	1
震える なんて/助詞	1
書けている の/名詞	1
落ち着いてる とき/名詞	1
暴れてる の/助詞	1
振る し/助詞	1
かかってる 切れよ/動詞	1
揺れてる ぐらい/助詞	1
する っと/助詞	1
流れる の/名詞	1
流れる けど/助詞	1
やってる かんじ/名詞	1
見えてる 状態/名詞	1
走ってる 町中/名詞	1
喋れる 人/名詞	4
食べる やつ/名詞	1
食べれる やつ/名詞	1
開いてる と/助詞	1
並んでる ん/名詞	1
忘れる ./記号	5
過ぎる の/助詞	1
吹いてる し/助詞	1
見せる ため/名詞	2
出してる ./記号	1
いける 子/名詞	1
空いてる から/助詞	2
乾いてる 状態/名詞	1
落ちる やつ/名詞	2
出てくる か/助詞	2
落ちてくる やつ/名詞	1
伸びる し/助詞	2
載してる から/助詞	1
出る 人/名詞	4
聞こえてくる 声/名詞	1
待ってる ./記号	1
撮る から/助詞	1
歩ける 距離/名詞	1
聞こえてくる から/助詞	1
作れる か/助詞	2
混ぜてる ./記号	1
作ってる の/助詞	2
かける の/名詞	1
やったげる って/助詞	1
やってくれる ./記号	1
話してくれる けど/助詞	1
言ってくれる ./記号	1
暮らしてる けど/助詞	1
かかる か/助詞	4
溜まってる とき/名詞	1
集まる こと/名詞	3
移せる よう/名詞	1
余ってる の/名詞	1
踊れる ん/名詞	1
作っていける か/助詞	1
集まってる 時/名詞	1
食べれる もの/名詞	2
乱れてくる から/助詞	1
とってあげる とか/助詞	1
食べる なら/接続詞	2
割る って/助詞	1
売ってる か/助詞	1
移る ん/助詞	1
気遣っとる か/助詞	1
れてる のに/助詞	1
抑えてる 方/名詞	1
入ってる のん/助詞	1
移る よ/助詞	3
片付ける こと/名詞	1
片付ける って/助詞	1
喋ってる ん/名詞	1
移る もん/助詞	1
挙がってくる やん/助動詞	1
まとまってる か/助詞	1
行ってみる と/助詞	2
見てる 気/名詞	1
困ってる ねん/助詞	4
絞める みたい/名詞	1
やってみる と/助詞	1
観る とか/助詞	1
分かる こと/名詞	2
待ってる 人/名詞	1
わかる こと/名詞	1
役に立ってる から/助詞	1
なる ところ/名詞	1
くれてる か/助詞	1
入ってみる と/助詞	1
観る 習慣/名詞	1
観る ん/名詞	1
出てる ん/助詞	1
置いてる らしい/助動詞	1
登れる ん/名詞	1
住んでる 所/名詞	4
入ってる 感じ/名詞	2
集まってる けど/助詞	1
乗る ん/助詞	1
乗ってる ん/名詞	1
帰れる し/助詞	2
来れる から/助詞	2
下回ってる の/名詞	1
通る から/助詞	3
帰れる のに/助詞	1
教えてくれる 人/名詞	3
ある CD/名詞	1
来てる か/助詞	1
入れてる し/助詞	1
入れてる から/助詞	1
慣れる かも/助詞	2
楽しめる 時期/名詞	1
生きてくる 行事/名詞	1
知ってる 女の子/名詞	1
てんぱる 感じ/名詞	1
忘れてる から/助詞	1
なってる 自分/名詞	1
求める と/助詞	1
できる 話題/名詞	1
集める ため/名詞	1
としてる 子/名詞	1
入る 所/名詞	1
飲んでる わけ/名詞	1
始まる とか/助詞	1
腐る ほど/名詞	1
いじる 時間/名詞	1
いじる 事/名詞	1
ちゃってる し/助詞	1
寝る の/助詞	2
回せる し/助詞	2
帰ってくる し/助詞	2
流してる 側/名詞	1
貯める ため/名詞	1
借りる って/助詞	1
飲んでる ん/名詞	1
上がる 飲み/動詞	1
来てる ちゃあ/助詞	1
終わってる 日/名詞	1
出してる けど/助詞	1
覚える ため/名詞	1
おいてやる ん/名詞	1
みてる だけ/助詞	1
偏ってる から/助詞	1
ちゃってる 感じ/名詞	2
寄ってくる から/助詞	1
乗ってる みたい/名詞	1
はいる ん/名詞	1
結び付いてる か/助詞	1
分かってる 子/名詞	1
作れる ./記号	4
作れる そう/名詞	1
おる おじ/名詞	1
生まれる でしょ/助動詞	1
作る なんか/助詞	1
なる うんぬん/名詞	1
ある 気/名詞	1
会える 場所/名詞	1
ある 高校/名詞	1
できる 環境/名詞	1
感じる ところ/名詞	1
調べる の/名詞	2
調べる ねん/助詞	2
作る 式/名詞	1
せてる のに/助詞	1
続けてる みたい/名詞	2
戻って来る って/助詞	1
かけてる やん/助動詞	1
遅れる って/助詞	1
れる 可能/名詞	1
遅らせている ./記号	1
遅れる もん/助詞	1
分かる かい/助詞	3
積もる と/助詞	1
なる だ/助動詞	1
受けとる わ/助詞	1
過ごせる ほど/助詞	1
やめる 前/名詞	1
通る 可能/名詞	2
ある も/助詞	1
遊べる もん/助詞	1
教える 内容/名詞	1
わかっとる はず/名詞	1
分かる 授業/名詞	1
見せる から/助詞	1
残っとる やつ/名詞	1
残る ん/名詞	3
やってくる 保護/名詞	1
回ってくる わけ/名詞	3
みる とか/助詞	1
入ってくる し/助詞	3
会ってる 時間/名詞	1
かまえる ほう/名詞	1
座っとる こと/名詞	1
作る とき/名詞	2
回る ん/名詞	8
怒ってくる ん/名詞	2
終わる こと/名詞	2
終われる ん/名詞	1
みたる とか/助詞	1
教える とか/助詞	1
頑張る 時/名詞	1
頑張ってくれる あったかい/形容詞	1
ある 人間/名詞	2
怒る けども/助詞	2
怒る ばっかり/助詞	1
分かる もの/名詞	1
喋ってる 内容/名詞	2
つながる けども/助詞	1
終われる わけ/名詞	1
飲んとる 暇/名詞	1
怒る やろ/助動詞	2
分かる 人/名詞	3
られとる って/助詞	1
られる ハート/名詞	1
いる だろ/助動詞	1
できる だろ/助動詞	1
できる 相手/名詞	1
おる 保護/名詞	1
喋れる から/助詞	2
探してくる ./記号	1
持っとる 情報/名詞	1
来てくれる けども/助詞	1
雇える 先生/名詞	1
楽しめる 先生/名詞	1
来てもらえる よう/名詞	1
なる 人体/名詞	1
言うとる ん/名詞	2
残ってる ね/助詞	2
分かれる わけ/名詞	1
ある 先生/名詞	3
寝てる やつ/名詞	1
送ってもらえる ん/名詞	1
ある 若い/形容詞	1
入る 方/名詞	1
来よる ./記号	1
動いとる ./記号	1
受ける ん/名詞	3
疲れてる の/助詞	1
ある 県会/名詞	1
流してる ん/名詞	1
売ってる ん/名詞	1
返ってくる ./記号	1
出てる 店/名詞	1
売っとる ./記号	1
かぶる わけ/名詞	1
立っとる ん/助詞	1
ついてくれる ん/名詞	1
言うてくる ねん/助詞	2
行ってる うち/名詞	1
しゃべってる やろ/助動詞	1
しゃべれる ん/名詞	1
住んでる の/助詞	1
寄って来る 男/名詞	1
来れる よう/名詞	1
空いてる やろ/助動詞	1
空いとる と/助詞	2
とる や/助詞	2
勤めてはる の/助詞	1
してる 社員/名詞	2
対する 愛着/名詞	1
ある つもり/名詞	1
頑張る と/助詞	2
おる が/助詞	2
すべる やろ/助動詞	1
引っかかる やろ/助動詞	1
動いとる ねん/助詞	1
話せる こと/名詞	2
やっとる や/助詞	1
おる 頃/名詞	1
やっとる って/助詞	1
歩いてくる ./記号	1
教えてくれる ねん/助詞	2
知っとる か/助詞	3
帰って来る たび/名詞	1
教えたる が/助詞	2
関する こと/名詞	1
入れとる や/助詞	1
書いてる か/助詞	2
起こしてくれる 人/名詞	1
動きよる やろ/助動詞	1
鳴る わけ/名詞	1
思とる ./記号	2
通る だけ/助詞	2
おる 先生/名詞	1
する バイク/名詞	1
乗る 人/名詞	5
作ってある ねん/助詞	1
溜まってくる し/助詞	1
作る か/助詞	1
集めてる 先生/名詞	1
ある 所/名詞	2
くれてる ん/名詞	4
増えてくる やろ/助動詞	1
許せる 人/名詞	1
いってくる ほど/助詞	1
話できる ./記号	1
務める と/助詞	1
勤めとる ./記号	1
がる 人/名詞	1
やったる わ/助詞	1
知っとる や/助詞	1
いる あっ/動詞	1
許してくれる から/助詞	1
しよる のに/助詞	1
出来る 範囲/名詞	1
なる その/連体詞	1
雇ってくれる システム/名詞	1
言とる や/助詞	1
教えてる と/助詞	1
戻る と/助詞	1
入る とか/助詞	1
くる や/助詞	1
終わる 日/名詞	1
空いとる わ/助詞	1
ある 字/名詞	1
決めとる みたい/名詞	1
終わる 時間/名詞	1
思てる ん/名詞	1
しとる ん/助詞	2
できとる か/助詞	1
頑張っとる し/助詞	1
出る として/助詞	1
書いてる 感じ/名詞	1
読める ねん/助詞	1
はまっとる ね/名詞	1
整っとる やろ/助動詞	1
繋がる ねん/助詞	2
メモる ./記号	1
広がる な/助詞	1
生まれてる ん/名詞	1
会える に/助詞	1
はじまる の/名詞	1
学べる 所/名詞	1
貯めてる ん/助詞	1
学べる ねん/助詞	1
思っとる ./記号	4
聞いてみる ./記号	3
すぎる 最近/名詞	1
喋りよる でも/接続詞	1
入れる 枠/名詞	1
待っとる ./記号	1
生きてる の/名詞	1
くくる ん/助詞	1
出てくる かも/助詞	3
塗る とか/助詞	1
言える と/助詞	1
いる もん/名詞	2
言うてやる ん/名詞	2
しよる ちゃう/動詞	1
手伝いよる ./記号	1
終わる し/助詞	1
落ちる とか/助詞	2
なる やつ/名詞	4
行ってやる やん/助動詞	2
作ってる 会社/名詞	1
つくる 会社/名詞	1
勤めよる 会社/名詞	1
話してみる わ/助詞	1
もらいよる やっ/助動詞	1
こしらえる ん/名詞	1
こしらえてくれる ん/名詞	1
頑張ってみる わ/助詞	1
みる けども/助詞	1
関する ./記号	1
サボる いう/動詞	1
見つかる さかい/助詞	1
よっとる の/助詞	1
できる 場合/名詞	1
よる わ/助詞	4
してる けども/助詞	1
かかる ん/助詞	2
られる ん/助詞	1
それる けれども/助詞	1
られる 何/名詞	1
喜んでる で/助詞	1
られる もん/助詞	3
とる ん/名詞	1
通る やん/助動詞	1
入れる の/名詞	2
ぶつける 可能/名詞	1
走れる やろ/助動詞	1
慣れる わ/助詞	1
入れる のに/助詞	2
できてる ちゃう/感動詞	1
払ってる の/助詞	1
受ける ところ/名詞	1
出れる みたい/名詞	2
やめる と/助詞	1
住んてる ねん/名詞	1
来てる よ/助詞	1
間違ってる ちゃう/動詞	1
在り得る ./記号	1
かえる と/助詞	1
