word phrase	count
怒ってる か/助詞	1
怒ってる ね/名詞	1
やってる ところ/名詞	2
困る ん/名詞	2
降りる とき/名詞	1
増えてる らしい/助動詞	3
帰る けん/助詞	1
すぎる みたい/名詞	1
増えてる って/助詞	1
来てる 感覚/名詞	1
入る な/助詞	2
分けてる ね/名詞	1
分けてる ねん/助詞	1
喋る とき/名詞	2
分かってる ね/名詞	1
わかってる から/助詞	7
すわる の/名詞	1
かける まで/助詞	1
喋り始める ./記号	1
探してる の/助詞	1
載せる と/助詞	1
やってる よう/名詞	7
載っかる ねん/名詞	1
載せてる から/助詞	1
会える 人/名詞	2
会える けど/助詞	1
とまる ねん/助詞	1
申し込んでる 人/名詞	2
起こる か/助詞	3
溜まってる ねん/助詞	1
かかってくる ./記号	2
申し込んてる ねん/助詞	1
住んでる 地域/名詞	2
止める ./記号	1
してる はず/名詞	1
ちゃってる ./記号	3
なってる とか/助詞	3
持ってる とか/助詞	1
書いてある ねん/助詞	7
とってあげる ね/名詞	1
取る から/助詞	2
かかる ね/名詞	5
映る から/助詞	2
する おば/名詞	1
といてあげる ね/名詞	1
映ってる のに/助詞	1
取る こと/名詞	2
撮れる って/助詞	1
とる ね/名詞	1
見える ね/名詞	2
太ってる 人/名詞	3
いる は/助詞	1
儲かる ./記号	1
知る もん/名詞	1
かかわる から/助詞	1
ほる な/助詞	1
かかってくる みたい/名詞	1
でる やん/助動詞	1
来てる やつ/名詞	1
伸びる ん/助詞	1
増える ほど/助詞	1
泊る ./記号	1
倒れる から/助詞	1
やってはる 人/名詞	1
泊まる くらい/助詞	1
泊まる から/助詞	1
替える ./記号	2
替える って/助詞	1
替える けど/助詞	1
ついてる ね/名詞	1
帰る 人/名詞	1
なくなる な/助詞	2
干してる ねん/助詞	1
きてる やん/助動詞	8
始まる ポプリ/名詞	1
生えてる ってか/接続詞	1
植えてる ラベンダー/名詞	1
取る 作業/名詞	1
終わる ん/名詞	7
泊まってる 人/名詞	1
くる から/助詞	5
寝れる から/助詞	2
くる な/助詞	2
乗ってる 回っ/動詞	1
回ってる 人/名詞	2
やる っ/助詞	1
かぶってる ./記号	3
ぶら下げてる やつ/名詞	1
する ほど/助詞	2
憧れる から/助詞	1
回る らしい/助動詞	1
れる らしい/助動詞	4
聞いてる ./記号	9
する くらい/助詞	6
なくなる らしい/助動詞	1
上がってる けど/助詞	2
儲かってる ねん/助詞	1
れる かも/助詞	11
追っかけれる やん/助動詞	1
する 日/名詞	3
いる よう/名詞	3
会える よう/名詞	2
行ってる みたい/名詞	3
れてる の/名詞	3
する 自信/名詞	1
関わる なんか/フィラー	1
取れる って/助詞	1
重なる 部分/名詞	1
送ってくる 人/名詞	1
分かる の/助詞	2
慣れる まで/助詞	5
貰える 資格/名詞	1
受ける の/助詞	3
いる こと/名詞	8
亡くなってる けど/助詞	1
してはる ./記号	8
出る わけ/名詞	4
感じる し/助詞	3
いける と/助詞	5
やっていける って/助詞	1
かけてる と/助詞	1
言ってくれる の/名詞	1
教えてもらえる し/助詞	2
行ってる 愛小/名詞	2
決まってる ねん/助詞	2
教えてはる から/助詞	2
貰ってはる の/助詞	1
恵まれてる な/助詞	1
入ってる の/名詞	1
来てる 子/名詞	4
来る よう/名詞	4
教えてる 中/名詞	1
伸びる 伸び/動詞	1
接してる か/助詞	1
変わってくる けども/助詞	1
習ってる 子/名詞	2
辞める 事/名詞	1
持ち始める 時期/名詞	1
辞める 人/名詞	6
教えてる って/助詞	1
教える に/助詞	1
さしてあげる こと/名詞	1
手伝ってくれる ./記号	1
生んではる の/助詞	1
いはる ん/名詞	3
いはる ねん/名詞	1
買ってる 人/名詞	1
売ってる から/助詞	3
着てる ん/名詞	1
作る こと/名詞	3
作れる とか/助詞	1
詰める ねん/助詞	1
入っている おがくず/名詞	1
使える ね/助詞	1
通る ねん/名詞	1
してる 頃/名詞	1
売ってる って/助詞	2
生きてる よ/助詞	1
回ってる って/助詞	2
売れる し/助詞	1
入ってくる 割に/副詞	1
する 物/名詞	2
なってくる ./記号	11
入ってくる 物/名詞	1
する 子/名詞	9
貰えてはる し/助詞	1
選べる 訳/名詞	1
切れる よう/名詞	1
保ってる ん/名詞	1
優れてる って/助詞	1
伸びてる 事/名詞	1
頑張ってる 人達/名詞	1
支えてくれる 所/名詞	1
くれてる もの/名詞	1
れてる な/助詞	3
起こってる けど/助詞	1
られる こと/名詞	1
やってる 人達/名詞	1
言ってはる やん/助動詞	1
できてる 訳/名詞	1
決めてる ねん/名詞	1
取ってる から/助詞	2
する 為/名詞	6
かけてる お金/名詞	1
いる の/助詞	5
させる こと/名詞	1
なってる やん/助動詞	7
言ってはる ねん/助詞	1
する 関電/名詞	1
分かる けど/助詞	10
させる に/助詞	1
止まってる とこ/名詞	1
考えてはる から/助詞	1
持ってくる 必要/名詞	1
はってる て/助詞	1
やる けれども/助詞	1
やってる 今/名詞	1
嫌われる でしょ/助動詞	1
嫌われる ./記号	2
うつる とき/名詞	1
やってはる ねん/助詞	4
いきはる ん/名詞	1
いきはる と/助詞	1
しいる ねん/助詞	1
でる とき/名詞	2
入る とき/名詞	8
話しとる わ/助詞	1
してはる やろ/助動詞	2
出かける とき/名詞	1
ある ちゅう/動詞	1
いってる やつ/名詞	1
いとる し/助詞	1
いとる ./記号	1
しとる うち/名詞	2
とれる かも/助詞	1
作れる ねん/助詞	1
れる が/助詞	3
得れる もん/名詞	1
なくなる とか/助詞	1
やる の/名詞	7
入れとる わけ/名詞	1
喋ってる と/助詞	1
しゃべる とき/名詞	2
喋る 喋り/動詞	1
使い分けてる やー/助動詞	1
触れる 機会/名詞	3
しゃべる ちゅう/動詞	1
しゃべる と/助詞	1
終わる とこ/名詞	1
残ってる か/助詞	5
流れる ./記号	1
流れとる この/連体詞	1
なくなっとる 先祖/名詞	1
亡くなっとる わけ/名詞	1
聞かしてくれる ねん/助詞	1
思っている ./記号	1
取ってる や/助詞	1
取ってる の/名詞	1
わかっとる ねん/助詞	1
やっとる ねん/助詞	2
入る よう/形容詞	1
休める か/助詞	1
れる 訳/名詞	2
分かってはる ねん/助詞	1
切り捨てる 気持ち/名詞	1
やる スポーツ/名詞	1
あがる だけ/助詞	1
できる ちゃう/動詞	2
来てくれる 奴ら/名詞	1
いてる かも/助詞	1
もてる かっこよさ/名詞	1
みえる ん/名詞	1
損する こと/名詞	2
ありうる わ/助詞	1
なる わけ/名詞	25
せる な/助詞	1
続ける よ/助詞	1
くたばる とき/名詞	1
やる よ/助詞	2
教える の/助詞	3
合うとる わ/助詞	1
思うとる ./記号	1
言うてやる やろ/助動詞	1
いっとる し/助詞	2
勝ったる とか/助詞	1
ある 話/名詞	4
数える ほど/名詞	1
走る とか/助詞	1
やれる か/助詞	1
負ける こと/名詞	1
おる とか/助詞	3
られる と/助詞	8
なってる つもり/名詞	1
られる わ/助詞	1
切る ./記号	3
遊んでる 野蛮/名詞	1
する よう/形容詞	1
れてる と/助詞	4
通じる よう/名詞	1
言ってる 分/名詞	1
怒る 面/名詞	1
見せてくれる って/助詞	1
喋る 仲/名詞	1
おる 目/名詞	1
歌ってる ね/名詞	2
関わりある ねん/助詞	1
当たる 人/名詞	1
知ってる とか/助詞	1
知ってる みたい/名詞	2
考えてる よう/名詞	3
ある 考え/名詞	1
継いでくれる から/助詞	1
触れる 程度/名詞	1
弾ける ぐらい/助詞	1
超える わけ/名詞	1
歌える ん/名詞	1
終わる けど/助詞	2
弾ける よ/助詞	1
合わせる ./記号	3
できる よー/助詞	2
高める と/助詞	1
近づける こと/名詞	1
する 歌声/名詞	1
考える ./記号	4
考えてる か/助詞	2
授かる もん/名詞	1
迎える ころ/名詞	1
戻ってくる の/助詞	1
見てくれる し/助詞	2
決める べき/助動詞	1
与える の/名詞	1
見つける 言う/動詞	1
見つける つもり/名詞	1
できる キャリアウーマン/名詞	1
言ってる よう/名詞	4
遊んでる よう/名詞	1
着る よう/名詞	1
考える の/名詞	2
ある そう/名詞	1
言える よう/名詞	2
できる 女性/名詞	1
れてる 女性/名詞	1
流れてる よう/名詞	1
言ってる 女性/名詞	1
思える よう/名詞	3
なってる だけ/助詞	1
言うてくれる やん/助動詞	1
言ってくれる し/助詞	2
分かる わ/助詞	8
なる べき/助動詞	1
とれてる よう/名詞	1
れれる よう/名詞	1
集まれる よう/名詞	1
おる っ/助詞	3
追ってる さなか/名詞	1
生きる か/助詞	2
おる なら/名詞	1
考えなる けど/助詞	1
考えてる ねん/助詞	4
とる ./記号	7
作る ./記号	19
売っとる とこ/名詞	1
育てる の/名詞	3
いうとる のに/助詞	1
行ける ね/名詞	2
いがんとる ./記号	1
許してもらえる わ/助詞	1
ある お宮/名詞	1
上がる ねん/助詞	4
上がる のに/助詞	1
ないしてくれる やろ/助動詞	1
選べる どう/副詞	1
跨げる こと/名詞	1
いうてる けども/助詞	1
置いてやる から/助詞	1
くれとる 人/名詞	2
見送る とき/名詞	1
言うとる の/名詞	2
数える しか/助詞	1
出来る ね/名詞	3
植える のに/助詞	1
掘る のに/助詞	1
掘る の/助詞	1
する のん/名詞	5
しよる ね/名詞	2
しよる ね/助詞	2
とおる とこ/名詞	1
とる に/助詞	1
掴める くらい/助詞	1
する 言う/動詞	9
見とる し/助詞	3
疲れる し/助詞	1
建てる の/名詞	1
ちぎる ./記号	1
贈る いう/動詞	1
祈る 我が/連体詞	1
活ける よう/形容詞	1
ある や/助動詞	4
出来る 限り/名詞	1
する けども/助詞	8
しとる し/動詞	1
思いよる や/助詞	2
楽しめる とこ/名詞	1
かかっとる ./記号	1
買える し/助詞	5
いかれる から/助詞	1
ある もん/名詞	11
撮っとる ./記号	1
置いとる やろ/助動詞	1
なっとる ./記号	6
入れる けど/助詞	2
ある お湯/名詞	1
貼る やつ/名詞	1
来かける ね/名詞	1
帰る まで/助詞	9
しゃべれる か/助詞	1
分かっとる らしい/助動詞	1
行っとる もん/助詞	1
たちとる ./記号	1
締まる とき/名詞	2
なっとる や/助詞	2
作る と/助詞	1
しもとる ねん/助詞	1
行きよる ねん/助詞	3
遅れる いう/動詞	1
亡くなってる ので/助詞	2
できる ね/名詞	4
亡くなってる から/助詞	1
できてる から/助詞	3
釣る の/助詞	1
食べる よ/助詞	2
言ってる し/助詞	3
亡くなる から/助詞	1
頼れる パートナー/名詞	1
いる 高学歴/名詞	1
している よう/名詞	1
させる べき/助動詞	1
食べてもらえる か/助詞	1
終わる ので/助詞	1
きてくれる と/助詞	1
帰ってくる よう/形容詞	1
泊る のに/助詞	1
言ってる よ/助詞	2
なれる もん/名詞	1
れる 人/名詞	1
通せる 意思/名詞	1
困る でしょ/助動詞	1
いてる ん/名詞	1
得る もん/名詞	2
困る ね/名詞	1
擦り切れる まで/助詞	1
教えれる よう/名詞	1
する お嬢さん/名詞	1
もらえる ほど/助詞	1
頂ける かも/助詞	1
もらってる ので/助詞	1
いらっしゃる でしょ/助動詞	1
寝てる のに/助詞	2
備えてる こと/名詞	2
買ってる とか/助詞	2
持ってる ひと/名詞	1
いてる ので/助詞	1
食べれる し/助詞	1
出れる し/助詞	1
乗れてる 間/名詞	1
すぎる し/助詞	4
言ってる じゃ/助動詞	2
してはる とか/助詞	1
着せる って/助詞	1
言ってはる や/助動詞	1
知れてる わ/助詞	1
送る の/助詞	1
おくる の/助詞	1
してもらえる ぐらい/助詞	1
張る な/助詞	1
かけてくれる から/助詞	2
食べる ぐらい/助詞	2
考える 人/名詞	1
伝わってくる 和食/名詞	1
作る けど/助詞	3
鍛えてくれる 人/名詞	1
寄る とか/助詞	1
喜んでくれる から/助詞	3
してあげる ぐらい/助詞	1
炊いたげる し/助詞	1
要る ん/名詞	5
得する こと/名詞	1
損する ぐらい/助詞	1
したげる な/助詞	2
したげる 人/名詞	1
喜んでくれる 人/名詞	1
なる な/助詞	15
亡くなる まで/助詞	2
教えたる ./記号	1
あげる もん/助詞	1
教えたる し/助詞	1
あげる し/助詞	1
できる ぐらい/助詞	1
味付ける ん/名詞	1
揚げる ん/名詞	1
揚がる ん/名詞	2
揚がる と/助詞	1
入れる から/助詞	1
食べる ./記号	21
食べる みたい/名詞	3
要る し/助詞	2
要る 言う/動詞	1
やっていける から/助詞	1
できる 限り/名詞	1
していける から/助詞	1
おる ほど/名詞	1
帰れる よ/助詞	1
夢見る 時/名詞	1
見る わ/助詞	2
がる と/助詞	1
帰ってくる から/助詞	7
変わってくる やろ/助動詞	1
する さかい/助詞	9
教えてくれる とこ/名詞	1
教えてくれる で/助詞	1
教えてくれる よう/名詞	1
教えてくれる か/助詞	1
出る ん/名詞	16
困る 思/動詞	1
できる わ/助詞	5
する コンテナ/名詞	1
あいとる か/助詞	1
使える か/助詞	2
おうとる ねん/名詞	1
おうとる か/助詞	1
なる ゆう/動詞	5
乗れる から/助詞	1
引っ張る ん/名詞	2
当たる から/助詞	3
あたる から/助詞	1
入る のに/助詞	4
受ける だけ/助詞	1
いける かい/助詞	1
帰ってくる ねん/助詞	7
やっとる さかい/助詞	1
盛り上がる 前/名詞	1
育てる ん/名詞	2
食える ねん/助詞	2
食べる ゆう/動詞	1
なれる ./記号	6
降りてくる ゆう/動詞	1
はまってる こと/名詞	8
みてる か/助詞	1
踊る の/名詞	2
できる もの/名詞	1
辞める わ/助詞	4
する 地点/名詞	1
頑張ってる って/助詞	2
乗る なんか/フィラー	1
乗れる らしい/助動詞	1
進んでいける らしい/助動詞	1
がんばってる わ/助詞	1
れる で/助詞	5
出来る もん/名詞	2
きてる はず/名詞	1
住んでる か/助詞	1
付いてる と/助詞	1
ついてる と/助詞	1
亡くなってる し/助詞	1
亡くなってる ./記号	1
亡くなってる はず/名詞	1
くれはる やん/助動詞	1
くれる ねん/助詞	5
止まってる の/助詞	1
くれはる し/助詞	6
入ってる こと/名詞	1
よくみる ./記号	1
勤めてる ん/名詞	1
くれはる の/助詞	1
してる のん/名詞	2
いきはる 人/名詞	1
なってくる ねん/助詞	5
入ってる よ/助詞	2
キレる ねん/助詞	1
切れる わけ/名詞	1
たまる ねん/助詞	1
なくなる もん/助詞	1
なってる わけ/名詞	5
折れる けど/助詞	1
こまる ねん/助詞	1
流れてる ./記号	1
やせてる から/助詞	1
よれてる ん/名詞	1
よれてる より/助詞	1
みてる やろ/助動詞	1
見てる やん/助動詞	2
みとる ん/名詞	1
かける 少女/名詞	3
くる らしい/助動詞	1
みる の/助詞	2
喋ってる やん/助動詞	4
答える の/助詞	1
変わる 時/名詞	1
なってる ./.	1
られてる よ/助詞	1
飼える 盲導犬/名詞	1
かけてる から/助詞	3
すぎる ん/名詞	2
要る と/助詞	2
思ってる やろ/助動詞	1
なってる の/助詞	2
なめてる だけ/助詞	1
喋る こと/名詞	6
調べる の/助詞	5
考える か/助詞	2
来てる で/助詞	2
みる と/助詞	3
とってる とか/助詞	1
ゆうてる はず/名詞	1
してる うち/名詞	3
ゆうてる もん/助詞	1
立ってる けど/助詞	1
通ってる か/助詞	1
つけてる やろ/助動詞	1
見る こと/名詞	7
見てはる けど/助詞	1
見てる ん/感動詞	1
付いてる から/助詞	4
回してる ところ/名詞	1
みてる やつ/名詞	1
いれる ./記号	1
売ってる 杜/名詞	1
しはる ねん/助詞	1
帰りはる ./記号	1
帰ってる 人/名詞	1
組んでる やん/助動詞	1
組んでる 人/名詞	1
残る 人/名詞	1
出る か/助詞	6
似てる やん/助動詞	3
れる 方/名詞	1
困る とか/助詞	1
喋っとる が/助詞	1
しゃべる から/助詞	5
聴いてる 人/名詞	1
持ってる やつ/名詞	2
わかってる やん/助動詞	1
みてはる わけ/名詞	1
わかる じゃ/助動詞	1
持ってはる わけ/名詞	1
わかる わけ/名詞	2
ゆうてはる わ/助詞	1
喋る って/助詞	3
ウケてる な/助詞	1
入る らへん/名詞	1
とれる し/助詞	1
行ける わ/助詞	7
やる 子/名詞	5
助かる らしい/助動詞	1
くれてる やろ/助動詞	2
喋ってる ねん/助詞	1
したる ./記号	1
みせる ./記号	1
いける の/助詞	3
消える とか/助詞	1
おる 時間/名詞	1
似てる の/名詞	1
知ってる 全/名詞	1
分かる ぐらい/助詞	1
固まる けど/助詞	1
集まる ./記号	1
集まる けど/助詞	1
集まる って/助詞	1
盛り上がる 話/名詞	1
わかる ！/記号	1
浮いてる かんじ/名詞	1
なくなる ぐらい/助詞	1
行ってる 友達/名詞	1
売る 人/名詞	1
帰る だけ/助詞	2
ゆわはる し/助詞	1
やってる 結構/副詞	1
れる そっち/名詞	1
知ってる やん/助動詞	4
入る やつ/名詞	2
入る 姿勢/名詞	1
回る やつ/名詞	2
あげてやる やつ/名詞	1
滑る ./記号	1
ひいてる から/助詞	1
変わる ちょっと/副詞	1
触る 人/名詞	1
流してやる の/名詞	1
踊れる し/助詞	4
踊れる やん/助動詞	1
鈍る ./記号	1
借りる の/助詞	1
やってる やん/助動詞	10
滑る 系/名詞	1
滑る もん/助詞	1
戻る ./記号	3
おる この/連体詞	1
産んでる 間/名詞	1
出来る 職場/名詞	1
取ってもらえる から/助詞	1
動けてはる ./記号	1
なる 君/名詞	1
繋がってる から/助詞	3
なまってる ./記号	1
忘れてる ちゃう/感動詞	1
覚えてる か/助詞	3
おる っぽい/形容詞	1
繋がる ./記号	1
観る だけ/助詞	1
なくなる ./記号	4
観る の/名詞	1
受かる 確率/名詞	1
行ってはる やん/助動詞	3
踊る やん/助動詞	1
ばれる ん/名詞	1
踊れる 自信/名詞	1
かかる の/名詞	3
触れ合える 機会/名詞	1
受ける よ/助詞	1
すぎる か/助詞	1
いてる よ/助詞	4
あってなる ./記号	1
寝る から/助詞	1
ほたえる は/助詞	1
乗る みたい/名詞	1
捨てる ./記号	1
なまってる やん/助動詞	1
あがる 曲/名詞	1
受ける つもり/名詞	1
やってる やろ/助動詞	3
踊る みたい/名詞	2
寝る 間/名詞	1
ごまかせる やん/助動詞	1
助けたる から/助詞	1
見てる 分/名詞	1
魅せる 競技/名詞	2
変わる けど/助詞	3
走る やつ/名詞	3
燃える の/名詞	1
出来る ん/名詞	9
よける ./記号	1
よける 専門/名詞	1
降る かも/助詞	1
降ってる ./記号	1
迷ってる けど/助詞	3
迷ってる やん/助動詞	1
すぎる で/助詞	2
いける ん/助詞	2
ぶつかってくる ./記号	1
喋れる ./記号	4
書ける し/助詞	3
読める し/助詞	3
なってくる って/助詞	2
暮らしていける ./記号	1
養っていける ./記号	1
ゆってる みんな/名詞	1
売ってる やつ/名詞	1
広げる やつ/名詞	1
知ってる 知っ/動詞	4
痩せる ちゃう/感動詞	1
飽きる ./記号	2
聞いてみる わ/助詞	2
経ってる はず/名詞	1
太る やん/助動詞	1
太る ./記号	2
帰れる から/助詞	3
回れる ./記号	1
似てる ねん/助詞	4
持ってる ./記号	10
調べる わ/助詞	3
のせる やん/助動詞	1
似てる この/連体詞	1
してる やつ/名詞	3
覚える の/助詞	3
やってる やつ/名詞	7
踊ってる ねん/助詞	2
待ってる ./.	1
見れる やん/助動詞	2
似てる ./.	1
似てる わ/助詞	4
なる 感じ/名詞	3
切る 人/名詞	1
おわる から/助詞	1
いれる わ/助詞	1
過ごせる 感じ/名詞	1
しゃべる 方/名詞	1
しゃべる のに/助詞	1
読める けど/助詞	3
ある らしく/助動詞	4
しゃべれる って/助詞	1
わかる わかる/動詞	13
禿げる で/助詞	1
食べる し/助詞	4
食べてる し/助詞	3
むくんでる 感じ/名詞	1
寝れる ./記号	1
見える けど/助詞	4
見える ./記号	11
寄ってる とこ/名詞	1
寄ってる やん/助動詞	1
出てる し/助詞	6
走ってる ./記号	1
出てくる ね/名詞	4
いたってる の/名詞	1
書いてる やつ/名詞	1
抑えてる ねん/助詞	1
やってる ね/名詞	7
語る ./記号	1
語る って/助詞	1
分ける か/助詞	1
せる ./記号	4
上がる まで/助詞	1
崩れる と/助詞	2
くれてる こと/名詞	1
怒ってくれる って/助詞	1
できてくる から/助詞	1
する 方/名詞	5
呼ばれる ./記号	1
遊ばしたげる って/助詞	2
としてくれる し/助詞	2
としてくれる けども/助詞	1
いてる でしょ/助動詞	2
やってる ね/助詞	1
食べる って/助詞	4
買ってもらえる けど/助詞	1
対する 執着/名詞	1
引っ張る ん/助詞	1
作る 飛行機/名詞	1
揚げる 前/名詞	1
ある だけ/助詞	8
れる べき/助動詞	2
負ける って/助詞	1
ってなる けど/助詞	1
怒る って/助詞	1
いてる よう/名詞	1
出せる よう/名詞	1
行ける 距離/名詞	3
させる 必要/名詞	1
せる なん/名詞	1
する 必要/名詞	4
いてる ./記号	10
来てる 子供/名詞	1
ゆうてる の/名詞	2
きてる けど/助詞	7
はまってる みたい/名詞	1
なってる し/助詞	8
努めてる 子/名詞	1
忘れる って/助詞	1
通じる ./記号	4
取れる とこ/名詞	1
辞める 時/名詞	4
受けれる 学校/名詞	1
してる 姿/名詞	1
帰れる 方/名詞	1
やっていける 時代/名詞	1
始まる から/助詞	1
寝る とか/助詞	2
抜け出る ./記号	1
歩きかける 頃/名詞	1
乗れる よう/名詞	4
待ってくれる ./記号	1
まくる し/助詞	1
ててくれる よう/名詞	1
使ってる の/助詞	1
散らかってる って/助詞	1
折れる と/助詞	1
剥いてる ん/名詞	1
作る みたい/名詞	5
手間取る し/助詞	1
走ってる し/助詞	1
ある から/名詞	1
走ってる ん/名詞	1
入る 神座/名詞	1
映ってる って/助詞	2
知ってる よう/名詞	4
抜ける あそこ/名詞	1
ぐらいかかる ./記号	2
上がっていける けど/助詞	1
載せれる スペース/名詞	1
減る よ/助詞	2
すぎてる ./記号	2
進んでる か/助詞	1
思っとる か/助詞	1
こだわる より/助詞	1
こだわる 必要/名詞	1
楽しんでる ん/名詞	3
絞める 為/名詞	1
やる を/助詞	1
削れる ん/名詞	1
かかる ん/名詞	9
喋る のん/助詞	2
やる らしい/助動詞	1
取る ぞ/助詞	1
取れる か/助詞	1
立ってる ね/名詞	1
立ってる わ/助詞	1
減る 気配/名詞	1
減ってる ねん/助詞	1
かける ね/名詞	1
切る ボタン/名詞	1
押してみる か/助詞	1
買える ん/名詞	3
座れる って/助詞	1
立ってる だけ/助詞	1
取れる ./記号	2
見える か/助詞	3
立ってる こと/名詞	1
切れる けど/助詞	1
取る と/助詞	1
がんばる やん/助動詞	1
入る って/助詞	8
並んでる わけ/名詞	2
すわってる ね/名詞	1
持ってる ね/名詞	1
見れる ちゃう/動詞	1
見える っと/助詞	1
始まる ねん/名詞	1
狂ってる ねん/名詞	1
ゆっとる ねん/助詞	1
座る の/名詞	2
疲れてくる ねん/助詞	1
なってくる ね/名詞	3
踊ってる の/助詞	3
叩いてる 状況/名詞	1
来てる やん/助動詞	2
寝てる ねん/助詞	1
出る ./記号	22
ゆってる よ/助詞	1
迎え入れてる から/助詞	1
行けてる だけ/助詞	1
食ってる らしい/助動詞	1
乗ってくる らしい/助動詞	1
運んでくる らしい/助動詞	1
流れてる やろ/助動詞	1
帰ってくる ./.	1
する タイプ/名詞	2
見える の/助詞	1
れる 回数/名詞	1
とる わ/助詞	1
言ってくれる おばあちゃん/名詞	1
変わってる から/助詞	3
変わってる みたい/名詞	2
する 建物/名詞	1
建ってる よう/名詞	1
れる 前/名詞	2
ゆってる 間/名詞	1
座ってる ねん/名詞	1
られてる ってか/接続詞	1
撮る ため/名詞	1
られる の/名詞	3
られる ってか/接続詞	2
見てくる から/助詞	2
歌ってる な/助詞	2
上がる から/助詞	3
行っとる やつ/名詞	2
れてる よう/名詞	3
ゆってる 女の子/名詞	1
繋がりある ねん/助詞	1
慣れてる から/助詞	5
いてる ねん/名詞	1
溜まる わけ/名詞	1
ゆってくる けど/助詞	1
保ててる はず/名詞	1
せてる 力/名詞	1
教えたる ぐらい/助詞	1
やられる ね/名詞	2
勝てる ゲーム/名詞	1
負ける ゲーム/名詞	1
勝ってる か/助詞	1
負けてる ねん/助詞	1
してる ね/助詞	4
食っていける わ/助詞	1
動ける デブ/名詞	3
もてる ./記号	1
もてる ねん/助詞	1
もてる らしい/助動詞	1
負けてる な/助詞	3
負けてる ./記号	1
勝ってる ねん/助詞	1
見たる ./記号	1
見たる って/助詞	1
切る の/名詞	8
もらってる ねん/助詞	1
聞こえてくる の/名詞	1
ゆうてくれる し/助詞	1
なってくる やん/助動詞	5
まくってる らしい/助動詞	1
離れてる と/助詞	1
降りてくる の/助詞	1
降りてくる やろ/助動詞	1
モテてる か/助詞	2
流れる か/助詞	1
わかってくれる わ/助詞	1
ゆってる くらい/助詞	1
れる ね/名詞	7
作る 側/名詞	1
ふくれる やん/助動詞	1
なってくる 感じ/名詞	1
食ってる のん/名詞	1
食ってる ./記号	1
食ってる 状態/名詞	1
食える やん/助動詞	3
切る 用/名詞	1
やめてる ./記号	1
怒る かも/助詞	2
する 比和/名詞	1
通ってる とか/助詞	1
食える みたい/名詞	1
食ってる 比和/名詞	1
食える って/助詞	1
食ってる のに/助詞	1
わかってる な/助詞	1
わかってる わ/助詞	1
ゆってる もん/助詞	1
いる ね/助詞	2
罹る ./記号	2
罹ってる ./記号	1
罹る こと/名詞	1
打ってる し/助詞	1
寝ている とき/名詞	2
はまってる の/助詞	1
歌える やつ/名詞	1
なめてる で/助詞	1
走ってる やん/助動詞	3
通る ねん/助詞	2
走ってる 途中/名詞	1
ちぎれる し/助詞	1
結んでる よ/助詞	1
切れてる ここ/名詞	1
切れてる から/助詞	1
売ってる 米/名詞	1
入れ替えてる ん/名詞	1
開ける 勇気/名詞	1
取り替えてる か/助詞	1
れる やつ/名詞	3
入ってる って/助詞	3
入ってる やん/助動詞	4
入ってる じゃ/助動詞	1
出てる わけ/名詞	1
入ってくれる ねん/助詞	2
知る か/助詞	1
させる やつ/名詞	2
いてる とか/助詞	1
いてる やろ/助動詞	5
れる どころ/名詞	1
やってる ちゃう/動詞	1
潰れる だけ/助詞	2
作る やん/助動詞	5
並べてる やん/助動詞	1
並べててる ./記号	1
イモる とか/助詞	1
しける ./記号	1
イモる ./記号	1
のってる ねん/助詞	1
売ってる 揚げ/名詞	1
入れる しか/助詞	1
冷める の/助詞	1
のびる ねん/助詞	2
すーっていける か/助詞	1
上がる な/助詞	1
上がる ね/助詞	1
入ってる ご飯/名詞	1
食える とか/助詞	1
持ち替える の/助詞	1
いける やつ/名詞	1
楽しめる やん/助動詞	1
する かも/助詞	6
逃げれる から/助詞	1
行ける のに/助詞	1
揺れる サンゴ/名詞	1
死んでる と/助詞	2
失せる な/助詞	1
起こってる ん/助詞	1
かかってる ねん/助詞	2
無くなる 色/名詞	1
使える やん/助動詞	2
食ってる やつ/名詞	1
しまってる らしい/助動詞	1
痩せてる し/助詞	1
太る とか/助詞	1
痩せてる 人/名詞	2
太ってる から/助詞	1
太ってる って/助詞	1
太ってる 方/名詞	1
太ってる のん/名詞	1
なる 男子/名詞	1
痩せてる やん/助動詞	1
見る けど/助詞	8
行ってくる って/助詞	1
行ってる だけ/助詞	1
暴れれる やん/助動詞	1
決まってる けど/助詞	2
溜まってる ので/助詞	1
やり直してる けど/助詞	1
読んてる の/助詞	1
読める で/助詞	1
かかる って/助詞	1
行ってる ね/名詞	2
始める ゆう/動詞	1
教える か/助詞	3
出る 瞬間/名詞	1
ゆってる かも/助詞	1
行ってる わけ/名詞	4
出来る 奴/名詞	2
もてる かも/助詞	2
できる ぞ/助詞	1
やり直せる やん/助動詞	1
おる だけ/助詞	3
さされてる ./記号	1
会える ./記号	2
頑張る けど/助詞	1
頑張る ぞ/助詞	1
変わる きっかけ/名詞	1
終わる ./記号	6
終わる と/助詞	4
やってなる ./記号	2
吹っ切る やん/助動詞	2
見てる だけ/助詞	5
つながる かも/助詞	1
考えてる ね/名詞	2
盛り上がれる やん/助動詞	1
大人ぶってる やつ/名詞	1
してる しか/助詞	2
やってる よ/助詞	5
頑張れる やん/助動詞	1
やる 人/名詞	7
喋れる し/助詞	3
続いてる やつ/名詞	1
話してる な/助詞	1
