られや	動詞,接尾,*,*,一段,未然形・や挿入,られる,ラレヤ,ラレヤ
出会えや	動詞,自立,*,*,一段,未然形・や挿入,出会える,デアエヤ,デアエヤ
流れ出や	動詞,自立,*,*,一段,未然形・や挿入,流れ出る,ナガレデヤ,ナガレデヤ
込み上げや	動詞,自立,*,*,一段,未然形・や挿入,込み上げる,コミアゲヤ,コミアゲヤ
懸けや	動詞,自立,*,*,一段,未然形・や挿入,懸ける,カケヤ,カケヤ
ねかしつけや	動詞,自立,*,*,一段,未然形・や挿入,ねかしつける,ネカシツケヤ,ネカシツケヤ
あがれや	動詞,自立,*,*,一段,未然形・や挿入,あがれる,アガレヤ,アガレヤ
すくめや	動詞,自立,*,*,一段,未然形・や挿入,すくめる,スクメヤ,スクメヤ
おきなおれや	動詞,自立,*,*,一段,未然形・や挿入,おきなおれる,オキナオレヤ,オキナオレヤ
摩れや	動詞,自立,*,*,一段,未然形・や挿入,摩れる,スレヤ,スレヤ
おぼれや	動詞,自立,*,*,一段,未然形・や挿入,おぼれる,オボレヤ,オボレヤ
おりたためや	動詞,自立,*,*,一段,未然形・や挿入,おりたためる,オリタタメヤ,オリタタメヤ
究めや	動詞,自立,*,*,一段,未然形・や挿入,究める,キワメヤ,キワメヤ
投げ込めや	動詞,自立,*,*,一段,未然形・や挿入,投げ込める,ナゲコメヤ,ナゲコメヤ
さきがけや	動詞,自立,*,*,一段,未然形・や挿入,さきがける,サキガケヤ,サキガケヤ
そらせや	動詞,自立,*,*,一段,未然形・や挿入,そらせる,ソラセヤ,ソラセヤ
味付けや	動詞,自立,*,*,一段,未然形・や挿入,味付ける,アジツケヤ,アジツケヤ
咲こぼれや	動詞,自立,*,*,一段,未然形・や挿入,咲こぼれる,サキコボレヤ,サキコボレヤ
とっくめや	動詞,自立,*,*,一段,未然形・や挿入,とっくめる,トックメヤ,トックメヤ
ひもとけや	動詞,自立,*,*,一段,未然形・や挿入,ひもとける,ヒモトケヤ,ヒモトケヤ
想えや	動詞,自立,*,*,一段,未然形・や挿入,想える,オモエヤ,オモエヤ
諮れや	動詞,自立,*,*,一段,未然形・や挿入,諮れる,ハカレヤ,ハカレヤ
けずれや	動詞,自立,*,*,一段,未然形・や挿入,けずれる,ケズレヤ,ケズレヤ
謀れや	動詞,自立,*,*,一段,未然形・や挿入,謀れる,ハカレヤ,ハカレヤ
上れや	動詞,自立,*,*,一段,未然形・や挿入,上れる,ノボレヤ,ノボレヤ
目ざめや	動詞,自立,*,*,一段,未然形・や挿入,目ざめる,メザメヤ,メザメヤ
はしりまわれや	動詞,自立,*,*,一段,未然形・や挿入,はしりまわれる,ハシリマワレヤ,ハシリマワレヤ
やすめや	動詞,自立,*,*,一段,未然形・や挿入,やすめる,ヤスメヤ,ヤスメヤ
はなしかけや	動詞,自立,*,*,一段,未然形・や挿入,はなしかける,ハナシカケヤ,ハナシカケヤ
憶えや	動詞,自立,*,*,一段,未然形・や挿入,憶える,オボエヤ,オボエヤ
割切れや	動詞,自立,*,*,一段,未然形・や挿入,割切れる,ワリキレヤ,ワリキレヤ
こなせや	動詞,自立,*,*,一段,未然形・や挿入,こなせる,コナセヤ,コナセヤ
まみれや	動詞,自立,*,*,一段,未然形・や挿入,まみれる,マミレヤ,マミレヤ
躍りでや	動詞,自立,*,*,一段,未然形・や挿入,躍りでる,オドリデヤ,オドリデヤ
みかえせや	動詞,自立,*,*,一段,未然形・や挿入,みかえせる,ミカエセヤ,ミカエセヤ
揺さぶれや	動詞,自立,*,*,一段,未然形・や挿入,揺さぶれる,ユサブレヤ,ユサブレヤ
おしのけや	動詞,自立,*,*,一段,未然形・や挿入,おしのける,オシノケヤ,オシノケヤ
値切れや	動詞,自立,*,*,一段,未然形・や挿入,値切れる,ネギレヤ,ネギレヤ
縊れや	動詞,自立,*,*,一段,未然形・や挿入,縊れる,クビレヤ,クビレヤ
はいれや	動詞,自立,*,*,一段,未然形・や挿入,はいれる,ハイレヤ,ハイレヤ
酬いや	動詞,自立,*,*,一段,未然形・や挿入,酬いる,ムクイヤ,ムクイヤ
かき消せや	動詞,自立,*,*,一段,未然形・や挿入,かき消せる,カキケセヤ,カキケセヤ
死に遅れや	動詞,自立,*,*,一段,未然形・や挿入,死に遅れる,シニオクレヤ,シニオクレヤ
仕留めや	動詞,自立,*,*,一段,未然形・や挿入,仕留める,シトメヤ,シトメヤ
たおせや	動詞,自立,*,*,一段,未然形・や挿入,たおせる,タオセヤ,タオセヤ
はえや	動詞,自立,*,*,一段,未然形・や挿入,はえる,ハエヤ,ハエヤ
縛りあげや	動詞,自立,*,*,一段,未然形・や挿入,縛りあげる,シバリアゲヤ,シバリアゲヤ
惹けや	動詞,自立,*,*,一段,未然形・や挿入,惹ける,ヒケヤ,ヒケヤ
立掛けや	動詞,自立,*,*,一段,未然形・や挿入,立掛ける,タテカケヤ,タテカケヤ
ひっさげや	動詞,自立,*,*,一段,未然形・や挿入,ひっさげる,ヒッサゲヤ,ヒッサゲヤ
透けや	動詞,自立,*,*,一段,未然形・や挿入,透ける,スケヤ,スケヤ
まもりそだてや	動詞,自立,*,*,一段,未然形・や挿入,まもりそだてる,マモリソダテヤ,マモリソダテヤ
はね上げや	動詞,自立,*,*,一段,未然形・や挿入,はね上げる,ハネアゲヤ,ハネアゲヤ
潤びや	動詞,自立,*,*,一段,未然形・や挿入,潤びる,ホトビヤ,ホトビヤ
押し負けや	動詞,自立,*,*,一段,未然形・や挿入,押し負ける,オシマケヤ,オシマケヤ
搾れや	動詞,自立,*,*,一段,未然形・や挿入,搾れる,シボレヤ,シボレヤ
打しおれや	動詞,自立,*,*,一段,未然形・や挿入,打しおれる,ウチシオレヤ,ウチシオレヤ
植えや	動詞,自立,*,*,一段,未然形・や挿入,植える,ウエヤ,ウエヤ
取り広げや	動詞,自立,*,*,一段,未然形・や挿入,取り広げる,トリヒロゲヤ,トリヒロゲヤ
はからえや	動詞,自立,*,*,一段,未然形・や挿入,はからえる,ハカラエヤ,ハカラエヤ
腫れや	動詞,自立,*,*,一段,未然形・や挿入,腫れる,ハレヤ,ハレヤ
高めや	動詞,自立,*,*,一段,未然形・や挿入,高める,タカメヤ,タカメヤ
捲し立てや	動詞,自立,*,*,一段,未然形・や挿入,捲し立てる,マクシタテヤ,マクシタテヤ
のこれや	動詞,自立,*,*,一段,未然形・や挿入,のこれる,ノコレヤ,ノコレヤ
駆け付けや	動詞,自立,*,*,一段,未然形・や挿入,駆け付ける,カケツケヤ,カケツケヤ
引き寄せや	動詞,自立,*,*,一段,未然形・や挿入,引き寄せる,ヒキヨセヤ,ヒキヨセヤ
たちおくれや	動詞,自立,*,*,一段,未然形・や挿入,たちおくれる,タチオクレヤ,タチオクレヤ
くずおれや	動詞,自立,*,*,一段,未然形・や挿入,くずおれる,クズオレヤ,クズオレヤ
なぐりつけや	動詞,自立,*,*,一段,未然形・や挿入,なぐりつける,ナグリツケヤ,ナグリツケヤ
耕せや	動詞,自立,*,*,一段,未然形・や挿入,耕せる,タガヤセヤ,タガヤセヤ
散じや	動詞,自立,*,*,一段,未然形・や挿入,散じる,サンジヤ,サンジヤ
こびや	動詞,自立,*,*,一段,未然形・や挿入,こびる,コビヤ,コビヤ
かきとめや	動詞,自立,*,*,一段,未然形・や挿入,かきとめる,カキトメヤ,カキトメヤ
ひきつれや	動詞,自立,*,*,一段,未然形・や挿入,ひきつれる,ヒキツレヤ,ヒキツレヤ
しんぜや	動詞,自立,*,*,一段,未然形・や挿入,しんぜる,シンゼヤ,シンゼヤ
もえや	動詞,自立,*,*,一段,未然形・や挿入,もえる,モエヤ,モエヤ
鍛え上げや	動詞,自立,*,*,一段,未然形・や挿入,鍛え上げる,キタエアゲヤ,キタエアゲヤ
差し違えや	動詞,自立,*,*,一段,未然形・や挿入,差し違える,サシチガエヤ,サシチガエヤ
おりまぜや	動詞,自立,*,*,一段,未然形・や挿入,おりまぜる,オリマゼヤ,オリマゼヤ
のべや	動詞,自立,*,*,一段,未然形・や挿入,のべる,ノベヤ,ノベヤ
わきまえや	動詞,自立,*,*,一段,未然形・や挿入,わきまえる,ワキマエヤ,ワキマエヤ
封じや	動詞,自立,*,*,一段,未然形・や挿入,封じる,フウジ,フージヤ
覚めや	動詞,自立,*,*,一段,未然形・や挿入,覚める,サメヤ,サメヤ
たかれや	動詞,自立,*,*,一段,未然形・や挿入,たかれる,タカレヤ,タカレヤ
ふざけや	動詞,自立,*,*,一段,未然形・や挿入,ふざける,フザケヤ,フザケヤ
向かい合わせや	動詞,自立,*,*,一段,未然形・や挿入,向かい合わせる,ムカイアワセヤ,ムカイアワセヤ
生かせや	動詞,自立,*,*,一段,未然形・や挿入,生かせる,イカセヤ,イカセヤ
入れや	動詞,自立,*,*,一段,未然形・や挿入,入れる,イレヤ,イレヤ
入れや	動詞,自立,*,*,一段,未然形・や挿入,入れる,ハイレヤ,ハイレヤ
はしりでや	動詞,自立,*,*,一段,未然形・や挿入,はしりでる,ハシリデヤ,ハシリデヤ
なえや	動詞,自立,*,*,一段,未然形・や挿入,なえる,ナエヤ,ナエヤ
ながらえや	動詞,自立,*,*,一段,未然形・や挿入,ながらえる,ナガラエヤ,ナガラエヤ
揺れや	動詞,自立,*,*,一段,未然形・や挿入,揺れる,ユレヤ,ユレヤ
正せや	動詞,自立,*,*,一段,未然形・や挿入,正せる,タダセヤ,タダセヤ
すり替えや	動詞,自立,*,*,一段,未然形・や挿入,すり替える,スリカエヤ,スリカエヤ
かきなおせや	動詞,自立,*,*,一段,未然形・や挿入,かきなおせる,カキナオセヤ,カキナオセヤ
きわめや	動詞,自立,*,*,一段,未然形・や挿入,きわめる,キワメヤ,キワメヤ
くみ取れや	動詞,自立,*,*,一段,未然形・や挿入,くみ取れる,クミトレヤ,クミトレヤ
おもいだせや	動詞,自立,*,*,一段,未然形・や挿入,おもいだせる,オモイダセヤ,オモイダセヤ
ことわれや	動詞,自立,*,*,一段,未然形・や挿入,ことわれる,コトワレヤ,コトワレヤ
とびはねや	動詞,自立,*,*,一段,未然形・や挿入,とびはねる,トビハネヤ,トビハネヤ
繰り込めや	動詞,自立,*,*,一段,未然形・や挿入,繰り込める,クリコメヤ,クリコメヤ
ふきはらえや	動詞,自立,*,*,一段,未然形・や挿入,ふきはらえる,フキハラエヤ,フキハラエヤ
殉じや	動詞,自立,*,*,一段,未然形・や挿入,殉じる,ジュンジヤ,ジュンジヤ
すすけや	動詞,自立,*,*,一段,未然形・や挿入,すすける,ススケヤ,ススケヤ
飛離れや	動詞,自立,*,*,一段,未然形・や挿入,飛離れる,トビハナレヤ,トビハナレヤ
取分けや	動詞,自立,*,*,一段,未然形・や挿入,取分ける,トリワケヤ,トリワケヤ
流せや	動詞,自立,*,*,一段,未然形・や挿入,流せる,ナガセヤ,ナガセヤ
すがれや	動詞,自立,*,*,一段,未然形・や挿入,すがれる,スガレヤ,スガレヤ
借りや	動詞,自立,*,*,一段,未然形・や挿入,借りる,カリヤ,カリヤ
問い合わせや	動詞,自立,*,*,一段,未然形・や挿入,問い合わせる,トイアワセヤ,トイアワセヤ
みせや	動詞,非自立,*,*,一段,未然形・や挿入,みせる,ミセヤ,ミセヤ
数えや	動詞,自立,*,*,一段,未然形・や挿入,数える,カゾエヤ,カゾエヤ
こらしめや	動詞,自立,*,*,一段,未然形・や挿入,こらしめる,コラシメヤ,コラシメヤ
腐れや	動詞,自立,*,*,一段,未然形・や挿入,腐れる,クサレヤ,クサレヤ
受けいれや	動詞,自立,*,*,一段,未然形・や挿入,受けいれる,ウケイレヤ,ウケイレヤ
切り抜けや	動詞,自立,*,*,一段,未然形・や挿入,切り抜ける,キリヌケヤ,キリヌケヤ
巡らせや	動詞,自立,*,*,一段,未然形・や挿入,巡らせる,メグラセヤ,メグラセヤ
捻くれや	動詞,自立,*,*,一段,未然形・や挿入,捻くれる,ネジクレヤ,ネジクレヤ
しょうじや	動詞,自立,*,*,一段,未然形・や挿入,しょうじる,ショウジ,ショージヤ
歪めや	動詞,自立,*,*,一段,未然形・や挿入,歪める,ユガメヤ,ユガメヤ
羽ばたけや	動詞,自立,*,*,一段,未然形・や挿入,羽ばたける,ハバタケヤ,ハバタケヤ
引下げや	動詞,自立,*,*,一段,未然形・や挿入,引下げる,ヒキサゲヤ,ヒキサゲヤ
かんさびや	動詞,自立,*,*,一段,未然形・や挿入,かんさびる,カンサビヤ,カンサビヤ
備え付けや	動詞,自立,*,*,一段,未然形・や挿入,備え付ける,ソナエツケヤ,ソナエツケヤ
よれや	動詞,自立,*,*,一段,未然形・や挿入,よれる,ヨレヤ,ヨレヤ
いいだせや	動詞,自立,*,*,一段,未然形・や挿入,いいだせる,イイダセ,イーダセヤ
諭せや	動詞,自立,*,*,一段,未然形・や挿入,諭せる,サトセヤ,サトセヤ
きけや	動詞,自立,*,*,一段,未然形・や挿入,きける,キケヤ,キケヤ
ひやかせや	動詞,自立,*,*,一段,未然形・や挿入,ひやかせる,ヒヤカセヤ,ヒヤカセヤ
捩じ伏せや	動詞,自立,*,*,一段,未然形・や挿入,捩じ伏せる,ネジフセヤ,ネジフセヤ
みすてや	動詞,自立,*,*,一段,未然形・や挿入,みすてる,ミステヤ,ミステヤ
フケや	動詞,自立,*,*,一段,未然形・や挿入,フケる,フケヤ,フケヤ
せきたてや	動詞,自立,*,*,一段,未然形・や挿入,せきたてる,セキタテヤ,セキタテヤ
みとおせや	動詞,自立,*,*,一段,未然形・や挿入,みとおせる,ミトオセ,ミトーセヤ
渡れや	動詞,自立,*,*,一段,未然形・や挿入,渡れる,ワタレヤ,ワタレヤ
見かねや	動詞,自立,*,*,一段,未然形・や挿入,見かねる,ミカネヤ,ミカネヤ
引連れや	動詞,自立,*,*,一段,未然形・や挿入,引連れる,ヒキツレヤ,ヒキツレヤ
よりそえや	動詞,自立,*,*,一段,未然形・や挿入,よりそえる,ヨリソエヤ,ヨリソエヤ
酔い潰れや	動詞,自立,*,*,一段,未然形・や挿入,酔い潰れる,ヨイツブレヤ,ヨイツブレヤ
ではじめや	動詞,自立,*,*,一段,未然形・や挿入,ではじめる,デハジメヤ,デハジメヤ
せめたてや	動詞,自立,*,*,一段,未然形・や挿入,せめたてる,セメタテヤ,セメタテヤ
ふんまえや	動詞,自立,*,*,一段,未然形・や挿入,ふんまえる,フンマエヤ,フンマエヤ
しそんじや	動詞,自立,*,*,一段,未然形・や挿入,しそんじる,シソンジヤ,シソンジヤ
綰ねや	動詞,自立,*,*,一段,未然形・や挿入,綰ねる,ワガネヤ,ワガネヤ
綰ねや	動詞,自立,*,*,一段,未然形・や挿入,綰ねる,タガネヤ,タガネヤ
送り込めや	動詞,自立,*,*,一段,未然形・や挿入,送り込める,オクリコメヤ,オクリコメヤ
造れや	動詞,自立,*,*,一段,未然形・や挿入,造れる,ツクレヤ,ツクレヤ
打ちとけや	動詞,自立,*,*,一段,未然形・や挿入,打ちとける,ウチトケヤ,ウチトケヤ
存じ上げや	動詞,自立,*,*,一段,未然形・や挿入,存じ上げる,ゾンジアゲヤ,ゾンジアゲヤ
抱締めや	動詞,自立,*,*,一段,未然形・や挿入,抱締める,ダキシメヤ,ダキシメヤ
くるしめや	動詞,自立,*,*,一段,未然形・や挿入,くるしめる,クルシメヤ,クルシメヤ
売り切れや	動詞,自立,*,*,一段,未然形・や挿入,売り切れる,ウリキレヤ,ウリキレヤ
すねや	動詞,自立,*,*,一段,未然形・や挿入,すねる,スネヤ,スネヤ
ふりかけや	動詞,自立,*,*,一段,未然形・や挿入,ふりかける,フリカケヤ,フリカケヤ
