引き込み	動詞,自立,*,*,五段・マ行,命令k,引き込む,ヒキコミ,ヒキコミ
あたい	動詞,自立,*,*,五段・ワ行促音便,命令k,あたう,アタイ,アタイ
浮き	動詞,自立,*,*,五段・カ行イ音便,命令k,浮く,ウキ,ウキ
いじめ	動詞,自立,*,*,一段,命令k,いじめる,イジメ,イジメ
囲い	動詞,自立,*,*,五段・ワ行促音便,命令k,囲う,カコイ,カコイ
使いこなせ	動詞,自立,*,*,一段,命令k,使いこなせる,ツカイコナセ,ツカイコナセ
楽しめ	動詞,自立,*,*,一段,命令k,楽しめる,タノシメ,タノシメ
めし	動詞,自立,*,*,五段・サ行,命令k,めす,メシ,メシ
痩せ	動詞,自立,*,*,一段,命令k,痩せる,ヤセ,ヤセ
引き受け	動詞,自立,*,*,一段,命令k,引き受ける,ヒキウケ,ヒキウケ
寂れ	動詞,自立,*,*,一段,命令k,寂れる,サビレ,サビレ
咲き	動詞,自立,*,*,五段・カ行イ音便,命令k,咲く,サキ,サキ
割り込み	動詞,自立,*,*,五段・マ行,命令k,割り込む,ワリコミ,ワリコミ
まじり	動詞,自立,*,*,五段・ラ行,命令k,まじる,マジリ,マジリ
つくし	動詞,非自立,*,*,五段・サ行,命令k,つくす,ツクシ,ツクシ
座り	動詞,自立,*,*,五段・ラ行,命令k,座る,スワリ,スワリ
まね	動詞,自立,*,*,一段,命令k,まねる,マネ,マネ
済み	動詞,自立,*,*,五段・マ行,命令k,済む,スミ,スミ
かんじ	動詞,自立,*,*,一段,命令k,かんじる,カンジ,カンジ
もつれ	動詞,自立,*,*,一段,命令k,もつれる,モツレ,モツレ
産し	動詞,自立,*,*,五段・サ行,命令k,産す,ムシ,ムシ
踏まえ	動詞,自立,*,*,一段,命令k,踏まえる,フマエ,フマエ
まわれ	動詞,自立,*,*,一段,命令k,まわれる,マワレ,マワレ
ちらし	動詞,自立,*,*,五段・サ行,命令k,ちらす,チラシ,チラシ
のめ	動詞,自立,*,*,一段,命令k,のめる,ノメ,ノメ
なさい	動詞,自立,*,*,五段・ラ行特殊,命令k,なさる,ナサイ,ナサイ
介し	動詞,自立,*,*,五段・サ行,命令k,介す,カイシ,カイシ
損ない	動詞,自立,*,*,五段・ワ行促音便,命令k,損なう,ソコナイ,ソコナイ
ほどき	動詞,自立,*,*,五段・カ行イ音便,命令k,ほどく,ホドキ,ホドキ
生れ	動詞,自立,*,*,一段,命令k,生れる,ウマレ,ウマレ
うたい	動詞,自立,*,*,五段・ワ行促音便,命令k,うたう,ウタイ,ウタイ
見知り	動詞,自立,*,*,五段・ラ行,命令k,見知る,ミシリ,ミシリ
尽くし	動詞,自立,*,*,五段・サ行,命令k,尽くす,ツクシ,ツクシ
塗り	動詞,自立,*,*,五段・ラ行,命令k,塗る,ヌリ,ヌリ
出え	動詞,自立,*,*,一段,命令k,出る,デエ,デー
でえ	動詞,自立,*,*,一段,命令k,出る,デエ,デー
出え	動詞,非自立,*,*,一段,命令k,出る,デエ,デー
でえ	動詞,非自立,*,*,一段,命令k,出る,デエ,デー
現し	動詞,自立,*,*,五段・サ行,命令k,現す,アラワシ,アラワシ
表し	動詞,自立,*,*,五段・サ行,命令k,表す,アラワシ,アラワシ
よせ	動詞,自立,*,*,一段,命令k,よせる,ヨセ,ヨセ
見つかり	動詞,自立,*,*,五段・ラ行,命令k,見つかる,ミツカリ,ミツカリ
交わり	動詞,自立,*,*,五段・ラ行,命令k,交わる,マジワリ,マジワリ
やり	動詞,非自立,*,*,五段・ラ行,命令k,やる,ヤリ,ヤリ
聴き	動詞,自立,*,*,五段・カ行イ音便,命令k,聴く,キキ,キキ
しし	動詞,自立,*,*,五段・サ行,命令k,しす,シシ,シシ
いだけ	動詞,自立,*,*,一段,命令k,いだける,イダケ,イダケ
のび	動詞,自立,*,*,一段,命令k,のびる,ノビ,ノビ
暮れ	動詞,自立,*,*,一段,命令k,暮れる,クレ,クレ
からめ	動詞,自立,*,*,一段,命令k,からめる,カラメ,カラメ
いたわり	動詞,自立,*,*,五段・ラ行,命令k,いたわる,イタワリ,イタワリ
行い	動詞,自立,*,*,五段・ワ行促音便,命令k,行う,オコナイ,オコナイ
捏ね	動詞,自立,*,*,一段,命令k,捏ねる,コネ,コネ
捏ね	動詞,自立,*,*,一段,命令k,捏ねる,ツクネ,ツクネ
分かれ	動詞,自立,*,*,一段,命令k,分かれる,ワカレ,ワカレ
習わし	動詞,自立,*,*,五段・サ行,命令k,習わす,ナラワシ,ナラワシ
引き留め	動詞,自立,*,*,一段,命令k,引き留める,ヒキトメ,ヒキトメ
入り込め	動詞,自立,*,*,一段,命令k,入り込める,ハイリコメ,ハイリコメ
ひっくり返し	動詞,自立,*,*,五段・サ行,命令k,ひっくり返す,ヒックリカエシ,ヒックリカエシ
のし	動詞,自立,*,*,五段・サ行,命令k,のす,ノシ,ノシ
吸い込み	動詞,自立,*,*,五段・マ行,命令k,吸い込む,スイコミ,スイコミ
さめ	動詞,自立,*,*,一段,命令k,さめる,サメ,サメ
補い	動詞,自立,*,*,五段・ワ行促音便,命令k,補う,オギナイ,オギナイ
攻め	動詞,自立,*,*,一段,命令k,攻める,セメ,セメ
および	動詞,自立,*,*,五段・バ行,命令k,およぶ,オヨビ,オヨビ
干し	動詞,自立,*,*,五段・サ行,命令k,干す,ホシ,ホシ
逃げ	動詞,自立,*,*,一段,命令k,逃げる,ニゲ,ニゲ
汚れ	動詞,自立,*,*,一段,命令k,汚れる,ヨゴレ,ヨゴレ
汚れ	動詞,自立,*,*,一段,命令k,汚れる,ケガレ,ケガレ
すみ	動詞,自立,*,*,五段・マ行,命令k,すむ,スミ,スミ
ぎし	動詞,自立,*,*,五段・サ行,命令k,ぎす,ギシ,ギシ
伝え	動詞,自立,*,*,一段,命令k,伝える,ツタエ,ツタエ
そえ	動詞,自立,*,*,一段,命令k,そえる,ソエ,ソエ
引きずり	動詞,自立,*,*,五段・ラ行,命令k,引きずる,ヒキズリ,ヒキズリ
ぬい	動詞,自立,*,*,五段・ワ行促音便,命令k,ぬう,ヌイ,ヌイ
たで	動詞,自立,*,*,一段,命令k,たでる,タデ,タデ
つつき	動詞,自立,*,*,五段・カ行イ音便,命令k,つつく,ツツキ,ツツキ
籠り	動詞,自立,*,*,五段・ラ行,命令k,籠る,コモリ,コモリ
余し	動詞,自立,*,*,五段・サ行,命令k,余す,アマシ,アマシ
衰え	動詞,自立,*,*,一段,命令k,衰える,オトロエ,オトロエ
うつろい	動詞,自立,*,*,五段・ワ行促音便,命令k,うつろう,ウツロイ,ウツロイ
もちこたえ	動詞,自立,*,*,一段,命令k,もちこたえる,モチコタエ,モチコタエ
行け	動詞,自立,*,*,一段,命令k,行ける,イケ,イケ
行け	動詞,自立,*,*,一段,命令k,行ける,ユケ,ユケ
ごまかし	動詞,自立,*,*,五段・サ行,命令k,ごまかす,ゴマカシ,ゴマカシ
でっち上げ	動詞,自立,*,*,一段,命令k,でっち上げる,デッチアゲ,デッチアゲ
置き	動詞,自立,*,*,五段・カ行イ音便,命令k,置く,オキ,オキ
かどわかし	動詞,自立,*,*,五段・サ行,命令k,かどわかす,カドワカシ,カドワカシ
たり	動詞,自立,*,*,一段,命令k,たりる,タリ,タリ
みれ	動詞,自立,*,*,一段,命令k,みれる,ミレ,ミレ
思い切り	動詞,自立,*,*,五段・ラ行,命令k,思い切る,オモイキリ,オモイキリ
できあい	動詞,自立,*,*,五段・ワ行促音便,命令k,できあう,デキアイ,デキアイ
とろけ	動詞,自立,*,*,一段,命令k,とろける,トロケ,トロケ
迷い	動詞,自立,*,*,五段・ワ行促音便,命令k,迷う,マヨイ,マヨイ
反らし	動詞,自立,*,*,五段・サ行,命令k,反らす,ソラシ,ソラシ
けなし	動詞,自立,*,*,五段・サ行,命令k,けなす,ケナシ,ケナシ
開き	動詞,自立,*,*,五段・カ行イ音便,命令k,開く,ヒラキ,ヒラキ
開き	動詞,自立,*,*,五段・カ行イ音便,命令k,開く,アキ,アキ
燃やし	動詞,自立,*,*,五段・サ行,命令k,燃やす,モヤシ,モヤシ
さり	動詞,自立,*,*,五段・ラ行,命令k,さる,サリ,サリ
混ぜ	動詞,自立,*,*,一段,命令k,混ぜる,マゼ,マゼ
ふせ	動詞,自立,*,*,一段,命令k,ふせる,フセ,フセ
もどし	動詞,自立,*,*,五段・サ行,命令k,もどす,モドシ,モドシ
思い	動詞,自立,*,*,五段・ワ行ウ音便,命令k,思う,オモイ,オモイ
曲がり	動詞,自立,*,*,五段・ラ行,命令k,曲がる,マガリ,マガリ
費え	動詞,自立,*,*,一段,命令k,費える,ツイエ,ツイエ
温め	動詞,自立,*,*,一段,命令k,温める,アタタメ,アタタメ
温め	動詞,自立,*,*,一段,命令k,温める,ヌクメ,ヌクメ
押しだし	動詞,自立,*,*,五段・サ行,命令k,押しだす,オシダシ,オシダシ
待ち受け	動詞,自立,*,*,一段,命令k,待ち受ける,マチウケ,マチウケ
事足り	動詞,自立,*,*,一段,命令k,事足りる,コトタリ,コトタリ
作り上げ	動詞,自立,*,*,一段,命令k,作り上げる,ツクリアゲ,ツクリアゲ
しゃがみ	動詞,自立,*,*,五段・マ行,命令k,しゃがむ,シャガミ,シャガミ
いたし	動詞,非自立,*,*,五段・サ行,命令k,いたす,イタシ,イタシ
言いだし	動詞,自立,*,*,五段・サ行,命令k,言いだす,イイダシ,イーダシ
きらめき	動詞,自立,*,*,五段・カ行イ音便,命令k,きらめく,キラメキ,キラメキ
好き	動詞,自立,*,*,五段・カ行イ音便,命令k,好く,スキ,スキ
ぬき	動詞,自立,*,*,五段・カ行イ音便,命令k,ぬく,ヌキ,ヌキ
走りで	動詞,自立,*,*,一段,命令k,走りでる,ハシリデ,ハシリデ
取り次ぎ	動詞,自立,*,*,五段・ガ行,命令k,取り次ぐ,トリツギ,トリツギ
座れ	動詞,自立,*,*,一段,命令k,座れる,スワレ,スワレ
取り組み	動詞,自立,*,*,五段・マ行,命令k,取り組む,トリクミ,トリクミ
はせ	動詞,自立,*,*,一段,命令k,はせる,ハセ,ハセ
当て	動詞,自立,*,*,一段,命令k,当てる,アテ,アテ
発し	動詞,自立,*,*,五段・サ行,命令k,発す,ハッシ,ハッシ
くじけ	動詞,自立,*,*,一段,命令k,くじける,クジケ,クジケ
覆し	動詞,自立,*,*,五段・サ行,命令k,覆す,クツガエシ,クツガエシ
咎め	動詞,自立,*,*,一段,命令k,咎める,トガメ,トガメ
当り	動詞,自立,*,*,五段・ラ行,命令k,当る,アタリ,アタリ
ちび	動詞,自立,*,*,一段,命令k,ちびる,チビ,チビ
からまり	動詞,自立,*,*,五段・ラ行,命令k,からまる,カラマリ,カラマリ
ゆき	動詞,自立,*,*,五段・カ行イ音便,命令k,ゆく,ユキ,ユキ
欠け	動詞,自立,*,*,一段,命令k,欠ける,カケ,カケ
乗り出し	動詞,自立,*,*,五段・サ行,命令k,乗り出す,ノリダシ,ノリダシ
みせ	動詞,自立,*,*,一段,命令k,みせる,ミセ,ミセ
供え	動詞,自立,*,*,一段,命令k,供える,ソナエ,ソナエ
とえ	動詞,自立,*,*,一段,命令k,とえる,トエ,トエ
めき	動詞,非自立,*,*,五段・カ行イ音便,命令k,めく,メキ,メキ
引き起こし	動詞,自立,*,*,五段・サ行,命令k,引き起こす,ヒキオコシ,ヒキオコシ
ばらし	動詞,自立,*,*,五段・サ行,命令k,ばらす,バラシ,バラシ
言い返し	動詞,自立,*,*,五段・サ行,命令k,言い返す,イイカエシ,イーカエシ
支え	動詞,自立,*,*,一段,命令k,支える,ササエ,ササエ
支え	動詞,自立,*,*,一段,命令k,支える,ツカエ,ツカエ
われ	動詞,自立,*,*,一段,命令k,われる,ワレ,ワレ
うかれ	動詞,自立,*,*,一段,命令k,うかれる,ウカレ,ウカレ
見分け	動詞,自立,*,*,一段,命令k,見分ける,ミワケ,ミワケ
まげ	動詞,自立,*,*,一段,命令k,まげる,マゲ,マゲ
させ	動詞,接尾,*,*,一段,命令k,させる,サセ,サセ
責め	動詞,自立,*,*,一段,命令k,責める,セメ,セメ
始め	動詞,自立,*,*,一段,命令k,始める,ハジメ,ハジメ
引き止め	動詞,自立,*,*,一段,命令k,引き止める,ヒキトメ,ヒキトメ
寝ぼけ	動詞,自立,*,*,一段,命令k,寝ぼける,ネボケ,ネボケ
炊き	動詞,自立,*,*,五段・カ行イ音便,命令k,炊く,タキ,タキ
噛み	動詞,自立,*,*,五段・マ行,命令k,噛む,カミ,カミ
浮かべ	動詞,自立,*,*,一段,命令k,浮かべる,ウカベ,ウカベ
あみ	動詞,自立,*,*,五段・マ行,命令k,あむ,アミ,アミ
下り	動詞,自立,*,*,五段・ラ行,命令k,下る,クダリ,クダリ
積め	動詞,自立,*,*,一段,命令k,積める,ツメ,ツメ
有り	動詞,自立,*,*,五段・ラ行,命令k,有る,アリ,アリ
貼り	動詞,自立,*,*,五段・ラ行,命令k,貼る,ハリ,ハリ
片づけ	動詞,自立,*,*,一段,命令k,片づける,カタヅケ,カタズケ
がんばれ	動詞,自立,*,*,一段,命令k,がんばれる,ガンバレ,ガンバレ
追い込み	動詞,自立,*,*,五段・マ行,命令k,追い込む,オイコミ,オイコミ
けたて	動詞,自立,*,*,一段,命令k,けたてる,ケタテ,ケタテ
しみ	動詞,自立,*,*,五段・マ行,命令k,しむ,シミ,シミ
だせ	動詞,自立,*,*,一段,命令k,だせる,ダセ,ダセ
引っ越し	動詞,自立,*,*,五段・サ行,命令k,引っ越す,ヒッコシ,ヒッコシ
合し	動詞,自立,*,*,五段・サ行,命令k,合す,アワシ,アワシ
やり直せ	動詞,自立,*,*,一段,命令k,やり直せる,ヤリナオセ,ヤリナオセ
炊け	動詞,自立,*,*,一段,命令k,炊ける,タケ,タケ
かい	動詞,自立,*,*,五段・ワ行促音便,命令k,かう,カイ,カイ
見出し	動詞,自立,*,*,五段・サ行,命令k,見出す,ミイダシ,ミイダシ
申し上げ	動詞,自立,*,*,一段,命令k,申し上げる,モウシアゲ,モーシアゲ
寝過ごし	動詞,自立,*,*,五段・サ行,命令k,寝過ごす,ネスゴシ,ネスゴシ
変わり	動詞,自立,*,*,五段・ラ行,命令k,変わる,カワリ,カワリ
抑え	動詞,自立,*,*,一段,命令k,抑える,オサエ,オサエ
見切れ	動詞,自立,*,*,一段,命令k,見切れる,ミキレ,ミキレ
漬け	動詞,自立,*,*,一段,命令k,漬ける,ツケ,ツケ
痛み	動詞,自立,*,*,五段・マ行,命令k,痛む,イタミ,イタミ
取り仕切り	動詞,自立,*,*,五段・ラ行,命令k,取り仕切る,トリシキリ,トリシキリ
しらけ	動詞,自立,*,*,一段,命令k,しらける,シラケ,シラケ
くけ	動詞,自立,*,*,一段,命令k,くける,クケ,クケ
明け暮れ	動詞,自立,*,*,一段,命令k,明け暮れる,アケクレ,アケクレ
差し上げ	動詞,自立,*,*,一段,命令k,差し上げる,サシアゲ,サシアゲ
移し	動詞,自立,*,*,五段・サ行,命令k,移す,ウツシ,ウツシ
うちみ	動詞,自立,*,*,一段,命令k,うちみる,ウチミ,ウチミ
涙し	動詞,自立,*,*,五段・サ行,命令k,涙す,ナミダシ,ナミダシ
待ち合わせ	動詞,自立,*,*,一段,命令k,待ち合わせる,マチアワセ,マチアワセ
属し	動詞,自立,*,*,五段・サ行,命令k,属す,ゾクシ,ゾクシ
通え	動詞,自立,*,*,一段,命令k,通える,カヨエ,カヨエ
すき	動詞,自立,*,*,五段・カ行イ音便,命令k,すく,スキ,スキ
会い	動詞,自立,*,*,五段・ワ行促音便,命令k,会う,アイ,アイ
くだけ	動詞,自立,*,*,一段,命令k,くだける,クダケ,クダケ
そめ	動詞,自立,*,*,一段,命令k,そめる,ソメ,ソメ
上げ	動詞,自立,*,*,一段,命令k,上げる,アゲ,アゲ
引越し	動詞,自立,*,*,五段・サ行,命令k,引越す,ヒッコシ,ヒッコシ
傾き	動詞,自立,*,*,五段・カ行イ音便,命令k,傾く,カタムキ,カタムキ
傾き	動詞,自立,*,*,五段・カ行イ音便,命令k,傾く,カタブキ,カタブキ
狩り	動詞,自立,*,*,五段・ラ行,命令k,狩る,カリ,カリ
繋がり	動詞,自立,*,*,五段・ラ行,命令k,繋がる,ツナガリ,ツナガリ
負い	動詞,自立,*,*,五段・ワ行ウ音便,命令k,負う,オイ,オイ
曲り	動詞,自立,*,*,五段・ラ行,命令k,曲る,マガリ,マガリ
さらし	動詞,自立,*,*,五段・サ行,命令k,さらす,サラシ,サラシ
記し	動詞,自立,*,*,五段・サ行,命令k,記す,シルシ,シルシ
のけ	動詞,自立,*,*,一段,命令k,のける,ノケ,ノケ
残せ	動詞,自立,*,*,一段,命令k,残せる,ノコセ,ノコセ
落とせ	動詞,自立,*,*,一段,命令k,落とせる,オトセ,オトセ
力み	動詞,自立,*,*,五段・マ行,命令k,力む,リキミ,リキミ
秀で	動詞,自立,*,*,一段,命令k,秀でる,ヒイデ,ヒイデ
泣かせ	動詞,自立,*,*,一段,命令k,泣かせる,ナカセ,ナカセ
たたし	動詞,自立,*,*,五段・サ行,命令k,たたす,タタシ,タタシ
乗りかえ	動詞,自立,*,*,一段,命令k,乗りかえる,ノリカエ,ノリカエ
めぐり	動詞,自立,*,*,五段・ラ行,命令k,めぐる,メグリ,メグリ
書き込み	動詞,自立,*,*,五段・マ行,命令k,書き込む,カキコミ,カキコミ
働かし	動詞,自立,*,*,五段・サ行,命令k,働かす,ハタラカシ,ハタラカシ
かぶり	動詞,自立,*,*,五段・ラ行,命令k,かぶる,カブリ,カブリ
凍り	動詞,自立,*,*,五段・ラ行,命令k,凍る,コオリ,コーリ
喋り	動詞,自立,*,*,五段・ラ行,命令k,喋る,シャベリ,シャベリ
にたち	動詞,自立,*,*,五段・タ行,命令k,にたつ,ニタチ,ニタチ
づき	動詞,自立,*,*,五段・カ行イ音便,命令k,づく,ヅキ,ズキ
訪ね	動詞,自立,*,*,一段,命令k,訪ねる,タズネ,タズネ
耐え	動詞,自立,*,*,一段,命令k,耐える,タエ,タエ
担ぎ	動詞,自立,*,*,五段・ガ行,命令k,担ぐ,カツギ,カツギ
落ち着け	動詞,自立,*,*,一段,命令k,落ち着ける,オチツケ,オチツケ
さんじ	動詞,自立,*,*,一段,命令k,さんじる,サンジ,サンジ
集め	動詞,自立,*,*,一段,命令k,集める,アツメ,アツメ
逢え	動詞,自立,*,*,一段,命令k,逢える,アエ,アエ
はげ	動詞,自立,*,*,一段,命令k,はげる,ハゲ,ハゲ
達し	動詞,自立,*,*,五段・サ行,命令k,達す,タッシ,タッシ
さし	動詞,自立,*,*,五段・サ行,命令k,さす,サシ,サシ
すれ	動詞,自立,*,*,一段,命令k,すれる,スレ,スレ
包み	動詞,自立,*,*,五段・マ行,命令k,包む,ツツミ,ツツミ
飾りつけ	動詞,自立,*,*,一段,命令k,飾りつける,カザリツケ,カザリツケ
